"Listing"

"WFR Listing"
"Created 09 March 2022 19:06"


"CVN","IMO Number","Name","MMSI (Maritime Mobile Service Identity)","Ex Name","Flag State","Operator","Owner","Group Owner","Built Date","Keel Laid Date","Contract Date","LDT","Demo $/LDT","Demo Date","Dwt","Beam Mld (m)","Draught (m)","Gear Detail","Price (NB)","Currency (NB)","Main Engine Fuel Type","Main Consumption at Service Speed (tpd)
","Main Engine Detail","HP Total Propulsion","SOx Scrubber Status","Eco – Electronic Engine","Environmental Detail","Service Speed (knots)","Holds Total No","Grain Capacity (cu m)","Type","Main Global Zone (Last 12 Months, %)","Est Crew No","LOA (m)","Ballast Speed (knots)","Laden Speed (knots)","Main Engine LNG Ready","Owner Nationality/Region","Status"
14206869,8520381,"Harvest",214182643,"Song Hae","Moldova",,"Hongxiang Marine","Hongxiang Marine","01-Jan-1986","17-Mar-1986",,6818,,,17870,23.05,10.1," 2 x Crane SWL 40 tons",,,"VLS IFO",26,"1 x Diesel - MAN Energy Solutions K5SZ70/125BL - 2-stroke 5-cyl. 700mm x1250mm bore/stroke 7,598mkW total at 130rpm",10330,,,,14.8,4,22284,"Fully Cellular Container","Mediterranean / Black Sea (100.0 %)",29,158.81,,,,"Hong Kong","Idle"
12952959,9130523,"Eve",511971000,"Ever Apex","Palau",,"Nabeel","Nabeel","01-Mar-1997","17-Jul-1996","28-Jul-1995",7097,,"24-Apr-2019",15606,27.1,8.5,,,,"VLS IFO",50.1,"1 x Diesel - Sulzer 7RTA52U - 2-stroke 7-cyl. 520mm x1800mm bore/stroke 10,915mkW total at 135rpm",14840,,,,18.7,4,,"Fully Cellular Container",,,165,,,,"U.A.E.","Dead/Demolished"
12891023,9136591,"Oriental Gold",525005397,"Silver Fern","Indonesia","Salam Pacific","Salam Pacific","Salam Pacific","01-Jun-1996","28-Dec-1995","15-Jul-1994",,,,17429,25.6,10.4," 2 x Crane SWL 35 tons",,,"VLS IFO",21,"1 x Diesel - MAN B. & W. 7S50MC Mk4 - 2-stroke 7-cyl. 500mm x1910mm bore/stroke 9,989mkW total at 127rpm",13580,,,,12,5,,"Fully Cellular Container","South East Asia (100.0 %)",19,161.85,,,,"Indonesia","In Service"
12991437,9143336,"Uni-Ample",351432000,,"Panama","Evergreen Marine","Evergreen Marine","Evergreen Marine","01-Aug-1997","24-Jan-1997","15-Feb-1996",7129,,"09-Aug-2019",15300,27.1,8.5,,,,"IFO 380",42,"1 x Diesel - Sulzer 7RTA52U - 2-stroke 7-cyl. 520mm x1800mm bore/stroke 10,915mkW total at 135rpm",14840,,,,18.7,4,,"Fully Cellular Container",,,165,,,,"Taiwan","Dead/Demolished"
12991561,9143348,"Uni-Ahead",351438000,,"Panama","Evergreen Marine","Evergreen Marine","Evergreen Marine","01-Aug-1997","24-Jan-1997","15-Feb-1996",7100,330,"29-Nov-2019",15300,27.1,8.5,,,,"VLS IFO",42,"1 x Diesel - Sulzer 7RTA52U - 2-stroke 7-cyl. 520mm x1800mm bore/stroke 10,915mkW total at 135rpm",14840,,,,18.7,4,,"Fully Cellular Container",,,165,,,,"Taiwan","Dead/Demolished"
12962211,9135092,"Salam Mewah",533131024,"Kota Harta","Malaysia","PIL","PIL","PIL","01-Jan-1996","21-Jul-1995","01-Jul-1995",5300,450,"22-Jan-2021",17630,25,8.72,,,,"VLS IFO",33,"1 x Diesel - MAN B. & W. 6S50MC Mk4 - 2-stroke 6-cyl. 500mm x1910mm bore/stroke 8,562mkW total at 127rpm",11640,,,,17.5,5,,"Fully Cellular Container",,,159,,,,"Singapore","Dead/Demolished"
12969681,9137129,"Kota Hasil",563970000,,"Singapore","PIL","PIL","PIL","01-Apr-1996","18-Sep-1995","03-Nov-1995",,,"31-Jan-2019",17630,25,8.2,,,,"IFO 380",33,"1 x Diesel - MAN B. & W. 6S50MC Mk4 - 2-stroke 6-cyl. 500mm x1910mm bore/stroke 8,562mkW total at 127rpm",11640,,,,17.5,5,,"Fully Cellular Container",,,159,,,,"Singapore","Dead/Demolished"
13026367,9151307,"Kota Hadiah",564209000,,"Singapore","PIL","PIL","PIL","01-Feb-1997","10-Aug-1996","01-May-1996",5313,399,"23-Dec-2019",17626,25,8.72,,,,"IFO 380",33,"1 x Diesel - MAN B. & W. 6S50MC Mk4 - 2-stroke 6-cyl. 500mm x1910mm bore/stroke 8,562mkW total at 127rpm",11640,,,,17.5,5,25966,"Fully Cellular Container",,,159,,,,"Singapore","Dead/Demolished"
13026491,9151319,"Kota Harmuni",564291000,,"Singapore","PIL","PIL","PIL","01-May-1997","07-Nov-1996","01-May-1996",,,"28-Dec-2018",17626,25,8.72,,,,"IFO 380",33,"1 x Diesel - MAN B. & W. 6S50MC Mk4 - 2-stroke 6-cyl. 500mm x1910mm bore/stroke 8,562mkW total at 127rpm",11640,,,,17.5,5,,"Fully Cellular Container",,,159,,,,"Singapore","Miscellaneous Removal"
13045771,9158848,"Wan Hai 163",565096000,,"Singapore","Wan Hai Lines","Wan Hai Lines","Wan Hai Lines","01-Feb-1998","19-Aug-1997","29-Oct-1996",,,,17706,25,8.71,,23,"$m","VLS IFO",30,"1 x Diesel - MAN B. & W. 6S50MC Mk4 - 2-stroke 6-cyl. 500mm x1910mm bore/stroke 8,562mkW total at 127rpm",11640,,,"1 x BWTS - Ballast Water Treatment System (Pending) - Qingdao Headway HMT-450 at 450cu.m/hr - 2023 installation year",17.6,5,,"Fully Cellular Container","South East Asia (54.6 %)",20,159.52,,,,"Taiwan","In Service"
13045805,9158850,"Wan Hai 165",565128000,,"Singapore","Wan Hai Lines","Wan Hai Lines","Wan Hai Lines","01-Jun-1998","13-Nov-1997","29-Oct-1996",,,,17717,25,8.72,,23,"$m","VLS IFO",30,"1 x Diesel - MAN B. & W. 6S50MC Mk4 - 2-stroke 6-cyl. 500mm x1910mm bore/stroke 8,562mkW total at 127rpm",11640,,,"1 x BWTS - Ballast Water Treatment System (Pending) - Qingdao Headway HMT-450 at 450cu.m/hr - 2023 installation year",17.6,5,,"Fully Cellular Container","East Asia (76.8 %)",20,159.52,,,,"Taiwan","In Service"
12954953,9132894,"Wan Hai 161",416257000,,"Taiwan","Wan Hai Lines","Wan Hai Lines","Wan Hai Lines","01-Aug-1996","06-Dec-1995","15-Jul-1995",,,,17738,25,8.7,,24.5,"$m","VLS IFO",30,"1 x Diesel - MAN B. & W. 6S50MC Mk4 - 2-stroke 6-cyl. 500mm x1910mm bore/stroke 8,562mkW total at 127rpm",11640,,,"1 x BWTS - Ballast Water Treatment System - Qingdao Headway HMT-450 at 450cu.m/hr - 2021 installation year",17.6,5,,"Fully Cellular Container","South East Asia (50.1 %)",18,159.52,,,,"Taiwan","In Service"
12955039,9132909,"Wan Hai 162",416258000,,"Taiwan","Wan Hai Lines","Wan Hai Lines","Wan Hai Lines","01-Nov-1996","23-Feb-1996","15-Jul-1995",,,,17697,25,8.71,,24.5,"$m","VLS IFO",30,"1 x Diesel - MAN B. & W. 6S50MC Mk4 - 2-stroke 6-cyl. 500mm x1910mm bore/stroke 8,562mkW total at 127rpm",11640,,,"1 x BWTS - Ballast Water Treatment System - Qingdao Headway HMT-450 at 450cu.m/hr - 2021 installation year",17.6,5,,"Fully Cellular Container","East Asia (71.7 %)",19,159.52,,,,"Taiwan","In Service"
12989597,9162423,"Dong Fang Fu",413977000,"MOL Bright","China P.R.","Fujian Orient Shpg","Fujian Orient Shpg","Fujian Port Group","01-Mar-1998","22-Aug-1997","01-Dec-1995",,,,18185,25.6,9.05,,,,"VLS IFO",38.4,"1 x Diesel - MAN B. & W. 7S50MC Mk4 - 2-stroke 7-cyl. 500mm x1910mm bore/stroke 9,989mkW total at 127rpm",13580,,,,18,4,,"Fully Cellular Container","East Asia (100.0 %)",18,161.85,,,,"China P.R.","In Service"
12989621,9162435,"Padian 3",370109000,"Heung-A Asia","Panama","Heung-A Line","Amann Ship Mgmt","Amann Ship Mgmt","01-Apr-1998","19-Nov-1997","05-Feb-1996",,,,18197,25.6,9.07,,,,"VLS IFO",34,"1 x Diesel - MAN B. & W. 7S50MC Mk4 - 2-stroke 7-cyl. 500mm x1910mm bore/stroke 9,989mkW total at 127rpm",13580,,,,18.3,,,"Fully Cellular Container","East Asia (59.0 %)",21,161.85,,,,"Hong Kong","In Service"
13107367,9180023,"Heung-A Dragon",,,"South Korea","Heung-A Line","Heung-A Line","Sinokor Merchant","01-Aug-1998","14-Mar-1998","01-Jun-1997",,,,18181,25.6,8.75,,,,"VLS IFO",34,"1 x Diesel - MAN B. & W. 7S50MC Mk4 - 2-stroke 7-cyl. 500mm x1910mm bore/stroke 9,989mkW total at 127rpm",13580,,,,18.3,,,"Fully Cellular Container",,18,161.85,,,,"South Korea","Miscellaneous Removal"
13092483,9180047,"Wisdom Grace",351255000,"MOL Grace","Panama","SITC","Wisdom Marine Group","Wisdom Marine Group","01-Jun-1998","07-Jan-1998","01-Oct-1996",,,,18193,25.6,9.1,,,,"VLS IFO",39,"1 x Diesel - MAN B. & W. 7S50MC Mk4 - 2-stroke 7-cyl. 500mm x1910mm bore/stroke 9,989mkW total at 127rpm",13580,,,,19,4,,"Fully Cellular Container","South East Asia (72.3 %)",19,162,,,,"Taiwan","In Service"
13005117,9146663,"Sinokor Hongkong",441777000,"Oriental Bright","South Korea","Sinokor Merchant","Sinokor Merchant","Sinokor Merchant","01-Dec-1996","11-Jun-1996","01-Oct-1995",,,,17468,25.6,8.75," 2 x Crane SWL 35 tons",,,"VLS IFO",38.5,"1 x Diesel - MAN B. & W. 7S50MC Mk4 - 2-stroke 7-cyl. 500mm x1910mm bore/stroke 9,989mkW total at 127rpm",13580,,,"1 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P500 at 500cu.m/hr - 2021 installation year",18.5,5,,"Fully Cellular Container","East Asia (90.5 %)",22,161.85,,,,"South Korea","In Service"
12890363,9110937,"Ganta Bhum",563849000,,"Singapore","RCL","RCL","RCL","01-Dec-1995","23-May-1995","12-Jul-1994",6133,,"29-Dec-2019",18196,25,10,,,,"VLS IFO",46.7,"1 x Diesel - MAN B. & W. 7L60MC Mk1 - 2-stroke 7-cyl. 600mm x1944mm bore/stroke 12,283mkW total at 111rpm",16700,,,,19,4,,"Fully Cellular Container",,21,151.2,,,,"Thailand","Miscellaneous Removal"
12890497,9110949,"Hunsa Bhum",563851000,,"Singapore","RCL","RCL","RCL","01-Dec-1995","18-Jul-1995","12-Jul-1994",6133,,"29-Dec-2019",18196,25,10,,,,"VLS IFO",46.7,"1 x Diesel - MAN B. & W. 7L60MC Mk1 - 2-stroke 7-cyl. 600mm x1944mm bore/stroke 12,283mkW total at 111rpm",16700,,,,19,4,,"Fully Cellular Container",,,151.2,,,,"Thailand","Miscellaneous Removal"
12890521,9117129,"Ratana Thida",567000900,,"Thailand","RCL","RCL","RCL","01-Jun-1996","08-Feb-1996","12-Jul-1994",,,,18196,25,9,,,,"VLS IFO",43.5,"1 x Diesel - MAN B. & W. 7L60MC Mk1 - 2-stroke 7-cyl. 600mm x1944mm bore/stroke 12,283mkW total at 111rpm",16700,,,"1 x BWTS - Ballast Water Treatment System - 2021 installation year",17.5,4,,"Fully Cellular Container","South East Asia (51.9 %)",19,151.2,,,,"Thailand","In Service"
13004907,9146649,"Sentosa Star",636017212,"Sky Evolution","Liberia",,"Continental Shipping","Continental Shipping","01-Oct-1996","06-Jul-1996","01-Oct-1995",5948,450,"26-Oct-2018",17781,25.6,8.75," 2 x Crane SWL 35 tons",,,"IFO 380",37,"1 x Diesel - MAN B. & W. 7S50MC Mk4 - 2-stroke 7-cyl. 500mm x1910mm bore/stroke 9,989mkW total at 127rpm",13580,,,,18.1,5,,"Fully Cellular Container",,19,162.4,,,,"Singapore","Dead/Demolished"
13005083,9146651,"Meratus Medan 1",525025054,"Leo One","Indonesia","Pelayaran Meratus","Pelayaran Meratus","Pelayaran Meratus","01-Sep-1996","08-May-1996","01-Oct-1995",,,,17781,25.6,8.75," 2 x Crane SWL 35 tons",,,"VLS IFO",38.5,"1 x Diesel - MAN B. & W. 7S50MC Mk4 - 2-stroke 7-cyl. 500mm x1910mm bore/stroke 9,989mkW total at 127rpm",13580,,,,18.1,5,,"Fully Cellular Container","South East Asia (100.0 %)",19,162,,,,"Indonesia","In Service"
14108617,8411205,"Baruna Mega",,"Santos","Indonesia","Baruna Shipping","Baruna Shipping","Baruna Shipping","01-Apr-1985",,,,,,17200,25.23,9.75," 2 x Crane SWL 40 tons",,,"VLS IFO",30,"1 x Diesel - Sulzer 6RTA58 - 2-stroke 6-cyl. 580mm x1700mm bore/stroke 7,723mkW total at 127rpm",10500,,,,16.3,5,23300,"Fully Cellular Container",,23,151.31,,,,"Indonesia","Miscellaneous Removal"
13105521,9179505,"Tanto Jaya",525016584,"Sinar Bali","Indonesia","Tanto Intim Line","Tanto Intim Line","Tanto Intim Line","01-Mar-1998",,"01-Jun-1997",,,,15236,25,8.97,,,,"VLS IFO",40,"1 x Diesel - MAN B. & W. 7S50MC Mk4 - 2-stroke 7-cyl. 500mm x1910mm bore/stroke 9,989mkW total at 127rpm",13580,,,,17,4,,"Fully Cellular Container","South East Asia (100.0 %)",19,147,,,,"Indonesia","In Service"
13078029,9168233,"FESCO Trader",210569000,"Balios","Cyprus","Sinokor Merchant","FESCO","FESCO","01-Aug-1997","03-Mar-1997","01-Jul-1996",,,,15232,25,8.96,,,,"VLS IFO",38,"1 x Diesel - MAN B. & W. 7S50MC Mk4 - 2-stroke 7-cyl. 500mm x1910mm bore/stroke 9,988mkW total at 127rpm",13580,,,,18.5,4,,"Fully Cellular Container","East Asia (88.4 %)",19,147,,,,"Russia","In Service"
13078153,9168245,"Victory Voyager",356578000,"FESCO Voyager","Panama","Wan Hai Lines","Fonway Shipping","Fonway Shipping","01-Aug-1998","27-Feb-1998","01-Jul-1996",,,,15232,25,8.96,,,,"VLS IFO",36,"1 x Diesel - MAN B. & W. 7S50MC Mk4 - 2-stroke 7-cyl. 500mm x1910mm bore/stroke 9,988mkW total at 127rpm",13580,,,"2 x BWTS - Ballast Water Treatment System at 400cu.m/hr - 2013 installation year",19.5,4,,"Fully Cellular Container","East Asia (67.9 %)",19,147,,,,"Singapore","In Service"
12940277,9126924,"Leyla Kalkavan",271044978,"Eclips","Turkey","CMA CGM","Kasif Kalkavan Group","Kasif Kalkavan Group","01-Jun-1997","11-Apr-1996","19-May-1995",4500,,,12060,22.7,7.8," 2 x Crane SWL 40 tons",,,"IFO 380",45,"1 x Diesel - MAN B. & W. 6L60MC Mk1 - 2-stroke 6-cyl. 600mm x1944mm bore/stroke 11,474mkW total at 111rpm",15600,"Fitted",,"1 x Exhaust Scrubber - SOx - ME Production MX Open Loop - 2020 installation year",19,5,,"Fully Cellular Container","Mediterranean / Black Sea (94.8 %)",19,149,,,,"Turkey","In Service"
13046307,9203904,"MSC Belle",371743000,"Libra J","Panama","MSC","MSC","MSC","01-Dec-1998","14-Nov-1997","04-Nov-1996",,,,14100,23.1,9.7," 2 x Crane SWL 45 tons",,,"VLS IFO",39,"1 x Diesel - Sulzer 8RTA48T - 2-stroke 8-cyl. 480mm x2000mm bore/stroke 10,879mkW total at 124rpm",14791,,,,19,5,19772,"Fully Cellular Container","Mediterranean / Black Sea (100.0 %)",19,148.58,,,,"Italy","In Service"
12934621,9127007,"Jaguar",241657000,"Caravelle","Greece","CMA CGM","Element Shipmgmt","Element Shipmgmt","01-Oct-1996","11-Mar-1996","05-May-1995",5794,,,14643,23.5,9.3," 2 x Crane SWL 40 tons",23,"$m","VLS IFO",40,"1 x Diesel - Sulzer 7RTA52U - 2-stroke 7-cyl. 520mm x1800mm bore/stroke 10,919mkW total at 135rpm",14846,,,,18.5,4,,"Fully Cellular Container","Mediterranean / Black Sea (99.1 %)",19,157.16,,,,"Greece","In Service"
12934889,9127021,"MSC Izmir F",636017878,"Avra Miteras","Liberia","MSC","Epidaurus SA","Epidaurus SA","01-Dec-1996","08-Jun-1996","05-May-1995",5780,,,14587,23.5,9.3," 2 x Crane SWL 45 tons",23,"$m","VLS IFO",44,"1 x Diesel - Sulzer 7RTA52U - 2-stroke 7-cyl. 520mm x1800mm bore/stroke 10,919mkW total at 135rpm",14846,,,,19,4,,"Fully Cellular Container","Mediterranean / Black Sea (97.7 %)",19,157.16,,,,"Greece","In Service"
12934205,9126962,"Luzon",525015943,"Sanne","Indonesia","Salam Pacific","Salam Pacific","Salam Pacific","01-Mar-1996","25-Aug-1995","05-May-1995",,,,14630,23.5,9.3," 2 x Crane SWL 40 tons",23,"$m","VLS IFO",44,"1 x Diesel - Sulzer 7RTA52U - 2-stroke 7-cyl. 520mm x1800mm bore/stroke 10,919mkW total at 135rpm",14846,,,,19,4,,"Fully Cellular Container","South East Asia (100.0 %)",19,157.13,,,,"Indonesia","In Service"
12934339,9126974,"Shorn",626002000,"Weisshorn","Gabon",,"Unknown","Unknown","01-May-1996","04-Oct-1995","05-May-1995",5780,,"31-May-2019",14643,23.5,9.3," 2 x Crane SWL 40 tons",23,"$m","VLS IFO",44,"1 x Diesel - Sulzer 7RTA52U - 2-stroke 7-cyl. 520mm x1800mm bore/stroke 10,919mkW total at 135rpm",14846,,,,19.6,4,,"Fully Cellular Container",,,157.13,,,,"Unknown","Dead/Demolished"
12934463,9126986,"Rothorn",304128000,"MOL Amazonas","Antigua & B.",,"Contal Shipping Ltd","Contal Shipping Ltd","01-Jul-1996","11-Dec-1995","05-May-1995",5780,,"09-Nov-2018",14580,23.5,9.3," 2 x Crane SWL 40 tons",23,"$m","IFO 380",44,"1 x Diesel - Sulzer 7RTA52U - 2-stroke 7-cyl. 520mm x1800mm bore/stroke 10,919mkW total at 135rpm",14846,,,,19,4,,"Fully Cellular Container",,20,157.13,,,,"Switzerland","Dead/Demolished"
12898943,9117650,"HH Tina",352924000,"CS Tina","Panama",,"Container Leasing","Container Leasing","01-Nov-1995","10-Apr-1995","01-Sep-1994",,,"04-Apr-2019",14717,23.5,9.3," 2 x Crane SWL 45 tons",,,"IFO 180",42,"1 x Diesel - Sulzer 6RTA52U - 2-stroke 6-cyl. 520mm x1800mm bore/stroke 8,032mkW total at 135rpm",10920,,,,20,7,,"Fully Cellular Container",,22,157,,,,"Denmark","Dead/Demolished"
12899029,9117662,"CNP Ilo",760000740,"Jade Trader","Peru","Transgas Shpg Lines","Transgas Shpg Lines","Transgas Shpg Lines","01-Dec-1995","12-May-1995","01-Sep-1994",5728,452,"23-Nov-2018",14700,23.5,9.3," 2 x Crane SWL 45 tons",,,"IFO 180",42,"1 x Diesel - Sulzer 7RTA52U - 2-stroke 7-cyl. 520mm x1800mm bore/stroke 10,920mkW total at 135rpm",14837,,,,20,7,,"Fully Cellular Container",,19,157,,,,"Peru","Dead/Demolished"
14035133,8909355,"Sai Sunrise",356363000,"Rousse","Panama","Lilly Maritime","Lilly Maritime","Lilly Maritime","01-Aug-1989","20-Nov-1988",,6697,362,"22-Nov-2019",14101,22.86,8.63," 1 x Crane SWL 40 tons, 2 x Crane SWL 25 tons",,,"IFO 180",30,"1 x Diesel - Sulzer 5RTA58 - 2-stroke 5-cyl. 580mm x1700mm bore/stroke 7,950mkW total at 127rpm",10808,,,,16,3,18610,"Fully Cellular Container",,23,156.7,,,,"India","Dead/Demolished"
14166183,8715455,"Phu Tau",574167157,"Orient Aishwarya","Vietnam","Vinalines Shipping","Vinalines Shipping","VIMC","01-Dec-1988",,,,,,14101,22.92,8.58," 2 x Crane SWL 40 tons",,,"IFO 380",50,"1 x Diesel - Sulzer 5RTA58 - 2-stroke 5-cyl. 580mm x1700mm bore/stroke 7,949mkW total at 127rpm",10808,,,,15.5,3,18600,"Fully Cellular Container",,18,156.7,,,,"Vietnam","Miscellaneous Removal"
12882971,9106625,"Meratus Malino",525025089,"Katrin S","Indonesia","Pelayaran Meratus","Pelayaran Meratus","Pelayaran Meratus","01-Jun-1995","18-Jul-1994","06-May-1994",5465,,,14454,23.43,8.6," 2 x Crane SWL 45 tons",,,"VLS IFO",38,"1 x Diesel - MAN B. & W. 7S50MC Mk4 - 2-stroke 7-cyl. 500mm x1910mm bore/stroke 9,989mkW total at 127rpm",13580,,,,19,3,,"Fully Cellular Container","South East Asia (100.0 %)",19,149.5,,,,"Indonesia","In Service"
12883057,9106637,"Meratus Makassar",525025073,"M-Inga","Indonesia","Pelayaran Meratus","Pelayaran Meratus","Pelayaran Meratus","01-Sep-1995","11-Nov-1994","06-May-1994",,,,14464,23.43,8.6," 2 x Crane SWL 45 tons",,,"VLS IFO",38,"1 x Diesel - MAN B. & W. 7S50MC Mk4 - 2-stroke 7-cyl. 500mm x1910mm bore/stroke 9,989mkW total at 127rpm",13580,,,,19,3,,"Fully Cellular Container","South East Asia (100.0 %)",19,149.5,,,,"Indonesia","In Service"
12883181,9106649,"Meratus Mamiri",525025076,"Andrea","Indonesia","Pelayaran Meratus","Pelayaran Meratus","Pelayaran Meratus","01-Sep-1995","16-Jan-1995","06-May-1994",,,,14454,23.1,8.6," 2 x Crane SWL 45 tons",,,"VLS IFO",39,"1 x Diesel - MAN B. & W. 7S50MC Mk4 - 2-stroke 7-cyl. 500mm x1910mm bore/stroke 9,989mkW total at 127rpm",13580,,,,19,7,23768,"Fully Cellular Container","South East Asia (100.0 %)",19,149.6,,,,"Indonesia","In Service"
13007087,9167942,"Merito",249096000,"Sigga Sif","Malta","MSC","Tom Worden Schiffs","Tom Worden Schiffs","01-Jan-1998","29-Jan-1997","01-May-1996",5587,,,14380,23.1,8.6," 2 x Crane SWL 45 tons",,,"VLS IFO",39,"1 x Diesel - MAN B. & W. 6L60MC Mk4 - 2-stroke 6-cyl. 600mm x1944mm bore/stroke 10,440mkW total at 123rpm",14194,,,"1 x BWTS - Ballast Water Treatment System (Pending) - DESMI CompactClean 340 at 340cu.m/hr - 2022 installation year",18.5,3,,"Fully Cellular Container","Mediterranean / Black Sea (98.8 %)",19,149.6,,,,"Germany","In Service"
13007111,9151917,"Barrier",,"Marine Rickmers","Marshall Is.","OACL","Jebsen Shipping","Jebsen Shipping","01-Dec-1998","18-Oct-1997","01-May-1996",5780,,,14381,23.1,8.6," 2 x Crane SWL 45 tons",,,"VLS IFO",44,"1 x Diesel - MAN B. & W. 6L60MC Mk4 - 2-stroke 6-cyl. 600mm x1944mm bore/stroke 11,472mkW total at 123rpm",15600,,,,19,4,,"Fully Cellular Container","East Coast Africa (58.6 %)",25,149.6,,,,"Germany","In Service"
12934597,9126998,"JSP Titan",304496000,"Boundary","Antigua & B.","NileDutch","Jebsen Shipping","Jebsen Shipping","01-Aug-1996","23-Jan-1996","05-May-1995",5786,,,14580,23.5,9.3," 2 x Crane SWL 40 tons",23,"$m","VLS IFO",41,"1 x Diesel - Sulzer 7RTA52U - 2-stroke 7-cyl. 520mm x1800mm bore/stroke 10,919mkW total at 135rpm",14846,,,"1 x BWTS - Ballast Water Treatment System - DESMI CompactClean 135 at 135cu.m/hr - 2021 installation year",19,4,,"Fully Cellular Container","West Coast Africa (70.3 %)",20,157.16,,,,"Germany","In Service"
12958085,9132703,"West Scent",376307000,"Eagle Strength","St. Vincent & G.",,"FTN Shipping","FTN Shipping","01-Dec-1995","15-Jul-1995","01-Mar-1995",,,"19-Mar-2020",15326,25,8.81," 2 x Crane SWL 35 tons",,,"VLS IFO",31.5,"1 x Diesel - MAN B. & W. 6S50MC Mk4 - 2-stroke 6-cyl. 500mm x1910mm bore/stroke 8,562mkW total at 127rpm",11640,,,,17.3,4,,"Fully Cellular Container",,19,145.68,,,,"U.A.E.","Dead/Demolished"
12979493,9140061,"IAL 001",477387600,"Siam 1","Hong Kong","Interasia Lines","Interasia Lines","Wan Hai Lines","01-Sep-1996","03-Apr-1996","01-Jul-1995",,,,15628,25,8.45,,,,"VLS IFO",31.2,"1 x Diesel - MAN B. & W. 6S50MC Mk4 - 2-stroke 6-cyl. 500mm x1910mm bore/stroke 8,562mkW total at 127rpm",11640,,,"1 x BWTS - Ballast Water Treatment System - Qingdao Headway HMT-200 at 200cu.m/hr - 2021 installation year",17.3,4,,"Fully Cellular Container","South East Asia (57.7 %)",20,145.7,,,,"Taiwan","In Service"
13049511,9159086,"Danum 171",533170531,"Maenam 1","Malaysia","Shin Yang Shipping","Shin Yang Shipping","Shin Yang Shipping","01-Jun-1997","14-Jan-1997","01-Jul-1996",,,,15640,25,8.82,,,,"VLS IFO",31,"1 x Diesel - MAN B. & W. 6S50MC Mk4 - 2-stroke 6-cyl. 500mm x1910mm bore/stroke 8,562mkW total at 127rpm",11640,,,,17,4,,"Fully Cellular Container","South East Asia (100.0 %)",20,145.7,,,,"Malaysia","In Service"
13049645,9159098,"CTP Golden",525015706,"Erawan Bridge","Indonesia","PT Pelayaran Caraka","PT Pelayaran Caraka","PT Pelayaran Caraka","01-Jul-1997","15-Mar-1997","01-Jul-1996",,,,15640,25,8.82,,,,"VLS IFO",31,"1 x Diesel - MAN B. & W. 6S50MC Mk4 - 2-stroke 6-cyl. 500mm x1910mm bore/stroke 8,562mkW total at 127rpm",11640,,,,17.3,4,,"Fully Cellular Container","South East Asia (100.0 %)",20,145.68,,,,"Indonesia","In Service"
12918005,9077202,"Selat Mas",525015479,"Sinar Belawan","Indonesia","Temas Line","Temas Line","Temas Line","01-Dec-1994","30-May-1994",,4965,440,,15428,25,6.86," 2 x Crane SWL 35 tons",,,"VLS IFO",31,"1 x Diesel - MAN B. & W. 6S50MC Mk4 - 2-stroke 6-cyl. 500mm x1910mm bore/stroke 8,562mkW total at 127rpm",11640,,,,17.3,,,"Fully Cellular Container","South East Asia (100.0 %)",19,145.68,,,,"Indonesia","In Service"
12891157,9109988,"Verizon",525005339,"Hub Enzo","Indonesia","Salam Pacific","Salam Pacific","Salam Pacific","01-Jun-1995","21-Dec-1994","15-Jul-1994",,,,15407,25,8.81," 2 x Crane SWL 35 tons",,,"VLS IFO",28.6,"1 x Diesel - MAN B. & W. 6S50MC Mk4 - 2-stroke 6-cyl. 500mm x1910mm bore/stroke 8,562mkW total at 127rpm",11640,,,,17.3,4,,"Fully Cellular Container","South East Asia (100.0 %)",18,145.68,,,,"Indonesia","In Service"
14209073,9072525,"Yossa Bhum",565008000,"Blue Link","Singapore","RCL","RCL","RCL","01-Mar-1994","20-Sep-1993",,4598,440,"19-Oct-2018",15414,25,8.81," 2 x Crane SWL 35 tons",,,"IFO 380",31,"1 x Diesel - MAN B. & W. 6S50MC Mk4 - 2-stroke 6-cyl. 500mm x1910mm bore/stroke 8,562mkW total at 127rpm",11640,,,,17.3,,,"Fully Cellular Container",,,145.68,,,,"Thailand","Dead/Demolished"
12850541,9100229,"Naja Arctica",219623000,"Sea Arctica","Danish Int'l","Royal Arctic Line","Royal Arctic Line","Royal Arctic Line","01-Dec-1994",,"15-Nov-1993",5400,,"31-Jan-2021",9566,24.24,7.65," 2 x Crane SWL 40 tons",,,"VLS IFO",23,"1 x Diesel - MAN Energy Solutions 8L48/60 - 4-stroke 8-cyl. 480mm x600mm bore/stroke 7,687mkW total at 514rpm",10452,,,,17,5,,"Fully Cellular Container",,16,132.5,,,,"Greenland","Dead/Demolished"
12850675,9100231,"Nuka Arctica",219655000,,"Danish Int'l","Royal Arctic Line","Royal Arctic Line","Royal Arctic Line","01-May-1995","03-Nov-1994","15-Nov-1993",5400,,"31-Jan-2021",9566,24.24,7.65," 2 x Crane SWL 40 tons",,,"VLS IFO",23,"1 x Diesel - MAN Energy Solutions 8L48/60 - 4-stroke 8-cyl. 480mm x600mm bore/stroke 7,687mkW total at 514rpm",10452,,,,17,5,,"Fully Cellular Container",,16,132.5,,,,"Greenland","Dead/Demolished"
