"Listing"

"WFR Listing"
"Created 15 February 2022 21:18"


"CVN","IMO Number","Name","MMSI (Maritime Mobile Service Identity)","Ex Name","Flag State","Operator","Owner","Group Owner","Built Date","Keel Laid Date","Contract Date","LDT","Demo $/LDT","Demo Date","Dwt","Beam Mld (m)","Draught (m)","Gear Detail","Price (NB)","Currency (NB)","Main Engine Fuel Type","Main Consumption at Service Speed (tpd)
","Main Engine Detail","HP Total Propulsion","SOx Scrubber Status","Eco – Electronic Engine","Environmental Detail","Service Speed (knots)","Holds Total No","Grain Capacity (cu m)","Type","Main Global Zone (Last 12 Months %)","Est Crew No","LOA (m)","Ballast Speed (knots)","Laden Speed (knots)","Main Engine LNG Ready","Owner Nationality/Region","Builder"
15472269,9302803,"Antakya M",354214000,"Sunny Ace","Panama","Iskenderun Gemi","Iskenderun Gemi","Iskenderun Gemi","01-Jul-2005","22-Dec-2004","13-Jun-2003",,,,55888,32.26,12.52," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,480mkW total at 127rpm",12890,,,"1 x BWTS - Ballast Water Treatment System - 2020 installation year",14.6,5,69450,"Bulk Carrier","East Coast South America (24.6 %)",20,189.9,,,,"Turkey","Kawasaki HI Kobe"
16049273,9376309,"Gemini",636016824,"Mokara Colossus","Liberia","Bulkseas Marine Mgmt","Bulkseas Marine Mgmt","Bulkseas Marine Mgmt","01-Nov-2006","09-May-2006","01-Jan-2005",,,,55781,32.26,12.5," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,480mkW total at 127rpm",12890,,,"1 x BWTS - Ballast Water Treatment System (Pending) - ERMA FIRST Erma First at 800cu.m/hr - 2022 installation year",14.6,5,69450,"Bulk Carrier","West Coast North America (28.8 %)",20,189.9,14.6,13.8,,"Greece","Kawasaki HI Kobe"
15561493,9302815,"Bao Shun",538008540,"Santorini Queen","Marshall Is.",,"Seacon Ships","Seacon Ships","01-Feb-2005","02-Jul-2004","01-Jul-2003",,,,55809,32.26,12.52," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,200mkW total at 110rpm",11141,,,"1 x BWTS - Ballast Water Treatment System - Sunrui BC-1000 at 1000cu.m/hr - 2019 installation year",16.2,5,69450.4,"Bulk Carrier","East Asia (42.1 %)",20,189.9,,,,"China P.R.","Kawasaki HI Kobe"
16030318,9369992,"Jin An",477723400,"Belfri","Hong Kong","Jinhui Shpg & Trans","Jinhui Shpg & Trans","Jinhui Shpg & Trans","01-Jun-2007","28-Dec-2004","01-Jan-2005",,,,55866,32.26,12.5," 4 x Crane (Centreline) SWL 30.50 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,200mkW total at 110rpm",11149,,,,15.9,5,69450,"Bulk Carrier","East Asia (27.5 %)",20,189.9,,,,"Hong Kong","Kawasaki HI Kobe"
16069497,9420291,"Queen Kobe",370633000,,"Panama","TS Maritime","TS Maritime","TS Maritime","01-Oct-2009","08-Jun-2009","01-Jan-2006",,,,55444,32.26,12.53," 4 x Crane - MacGregor (Centreline) SWL 30.50 tons (grab fitted)",,,"VLS IFO",36.6,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,200mkW total at 110rpm",11141,,,"2 x BWTS - Ballast Water Treatment System - TechCross ECS-600 - Electro-Cleen™ at 600cu.m/hr - 2019 installation year, 2 x BWTS - Ballast Water Treatment System - TechCross ECS-150 - Electro-Cleen™ at 150cu.m/hr - 2019 installation year",13.5,5,69450,"Bulk Carrier","East Asia (46.9 %)",19,189.9,,,,"South Korea","Kawasaki HI Kobe"
15647319,9303924,"Thor Menelaus",564798000,"Top Island","Singapore","Thoresen Shpg Sing","Thoresen Shpg Sing","Thoresen Thai Agen","01-Sep-2006","28-Nov-2003","01-Aug-2003",,,,55710,32.26,12.50," 4 x Crane (Centreline) SWL 30 tons, 26m. max. outreach (grab fitted)",,,"VLS IFO",31,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,480mkW total at 127rpm",12890,,,"1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 1000cu.m/hr - 2019 installation year",14.5,5,69872,"Bulk Carrier","West Coast Africa (21.2 %)",20,189.99,14,13,,"Thailand","Oshima Shipbuilding"
15369963,9291389,"Thor Madoc",564794000,"Top Freedom","Singapore","Thoresen Shpg Sing","Thoresen Shpg Sing","Thoresen Thai Agen","01-Aug-2005","26-Jul-2003","10-Jan-2003",,,,55695,32.26,12.50," 4 x Crane (Centreline) SWL 30 tons, 26m. max. outreach (grab fitted)",,,"VLS IFO",31,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,208mkW total at 110rpm",11160,,,"1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 1000cu.m/hr - 2018 installation year",14.5,5,69872,"Bulk Carrier","South East Asia (36.1 %)",20,189.99,14,13,,"Thailand","Oshima Shipbuilding"
15370019,9291391,"Thor Maximus",564756000,"Top Harmony","Singapore","Thoresen Shpg Sing","Thoresen Shpg Sing","Thoresen Thai Agen","01-Oct-2005","26-Jul-2003","10-Jan-2003",,,,55695,32.26,12.50," 4 x Crane (Centreline) SWL 30 tons, 26m. max. outreach (grab fitted)",,,"VLS IFO",31,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,480mkW total at 127rpm",12890,,,"1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 1000cu.m/hr - 2018 installation year",14.5,5,69872,"Bulk Carrier","East Coast South America (36.8 %)",20,190,14,13,,"Thailand","Oshima Shipbuilding"
12729209,9233416,"Ventura",525200105,"Venture","Indonesia",,"Lintas Wahana Indone","CSL Group","01-Jul-2002","18-Jul-2001","26-Nov-1999",,,,48184,32.27,11.89," 1 x Boom Transporter",,,"IFO 380",,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,480mkW total at 127rpm",12890,"Fitted",,"1 x Exhaust Scrubber - SOx - Clean Marine Hybrid - 2013 installation year",,5,63910,"Bulk Carrier","South East Asia (100.0 %)",23,189.99,,,,"Canada","Oshima Shipbuilding"
15794435,9326378,"Dubai Crown",371286000,,"Panama","Emarat Maritime","Emarat Maritime","Emarat Maritime","01-Oct-2005","28-Sep-2004","20-Jul-2004",,,,55338,32.26,12.49," 4 x Crane (Centreline) SWL 30 tons (grab fitted)",,,"VLS IFO",33.6,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,480mkW total at 127rpm",12890,,,,14.5,5,69872,"Bulk Carrier","South East Asia (45.3 %)",23,189.99,,,,"U.A.E.","Oshima Shipbuilding"
15248141,9274587,"Kaysan",525120007,"Dubai Energy","Indonesia","Gurita Lintas","Gurita Lintas","Gurita Lintas","01-May-2004","16-May-2002","11-Apr-2002",,,,55389,32.26,12.49," 4 x Crane (Centreline) SWL 30 tons (grab fitted)",,,"VLS IFO",32,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,480mkW total at 127rpm",12890,,,,14.5,5,69872,"Bulk Carrier","South East Asia (100.0 %)",20,189.99,,,,"Indonesia","Oshima Shipbuilding"
16029291,9380776,"Jin Yuan",477830900,,"Hong Kong","Jinhui Shpg & Trans","Jinhui Shpg & Trans","Jinhui Shpg & Trans","01-Jul-2007","16-Dec-2004","25-Jun-2003",,,,55496,32.26,12," 4 x Crane (Centreline) SWL 30 tons, 26m. max. outreach (grab fitted)",30,"$m","VLS IFO",31.7,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,208mkW total at 110rpm",11160,,,,14,5,69872,"Bulk Carrier","East Asia (56.0 %)",20,190,,,,"Hong Kong","Oshima Shipbuilding"
16029309,9392731,"Jahan Moni",405000197,"Aston Trader II","Bangladesh","Brave Royal Shipping","Brave Royal Shipping","Kabir Steel","01-Mar-2008","16-Dec-2004","11-Jan-2006",8337,,,55496,32.26,13.6," 4 x Crane (Centreline) SWL 30 tons",30,"$m","VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,208mkW total at 110rpm",11152,,,,,5,69872,"Bulk Carrier","South East Asia (42.5 %)",20,190,14.5,14,,"Bangladesh","Oshima Shipbuilding"
16025598,9392729,"Vega Stetind",538009677,"Aditya","Marshall Is.","Pareto Maritime","Pareto Maritime","Pareto Business Mgmt","01-Mar-2008","07-Dec-2004","04-Nov-2005",,,,55496,32.26,12.5," 4 x Crane (Centreline) SWL 30 tons, 26m. max. outreach (grab fitted)",3.35,"JPYbn","VLS IFO",33.6,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,202mkW total at 110rpm",11152,,,,14.5,5,69781,"Bulk Carrier","Indian Subcontinent (46.5 %)",20,189.99,,,,"Norway","Oshima Shipbuilding"
15665063,9301756,"Jin Yi",477883400,,"Hong Kong","Jinhui Shpg & Trans","Jinhui Shpg & Trans","Jinhui Shpg & Trans","01-Jul-2007","11-Aug-2004","15-Jan-2004",,,,55496,32.26,12.5," 4 x Crane (Centreline) SWL 30 tons, 26m. max. outreach (grab fitted)",,,"VLS IFO",33.6,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,208mkW total at 110rpm",11160,,,,14.5,5,69781,"Bulk Carrier","South East Asia (62.3 %)",20,190,,,,"Hong Kong","Oshima Shipbuilding"
15665197,9313278,"Jin Xing",477898500,,"Hong Kong","Jinhui Shpg & Trans","Jinhui Shpg & Trans","Jinhui Shpg & Trans","01-Jul-2007","11-Aug-2004","15-Jan-2004",,,,55496,32.26,12.5," 4 x Crane (Centreline) SWL 30 tons, 26m. max. outreach (grab fitted)",,,"VLS IFO",33.6,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,960mkW total at 110rpm",13542,,,,14,5,69781,"Bulk Carrier","South East Asia (55.0 %)",20,190,,,,"Hong Kong","Oshima Shipbuilding"
15755799,9317547,"Sea Fortress",538007908,"Sage Pioneer","Marshall Is.","Lion Bulk Carriers","Lion Bulk Carriers","Lion Bulk Carriers","01-Jan-2008","05-Oct-2004","01-Mar-2004",,,,55303,32.26,12.46," 4 x Crane (Centreline) SWL 30 tons, 26m. max. outreach (grab fitted)",,,"VLS IFO",33.6,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,960mkW total at 127rpm",13542,,,,14.5,5,69796,"Bulk Carrier","South East Asia (36.7 %)",20,190,14.5,14,,"Greece","Oshima Shipbuilding"
15603173,9304095,"Dharma Lautan Ruby",525103003,"Aquakula","Indonesia","Djakarta Lloyd","Djakarta Lloyd","Djakarta Lloyd","01-Feb-2007","27-Jan-2004","09-Oct-2003",8489,,,55309,32.26,12.50," 4 x Crane (Centreline) SWL 30 tons, 26m. max. outreach (grab fitted)",,,"VLS IFO",33.6,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,960mkW total at 127rpm",13542,,,,14.5,5,69796,"Bulk Carrier","South East Asia (100.0 %)",21,189.99,14.5,14,,"Indonesia","Oshima Shipbuilding"
16020256,9363625,"Dubai Knight",372473000,,"Panama","Emarat Maritime","Emarat Maritime","Emarat Maritime","01-Feb-2007","16-Dec-2004","01-Apr-2005",,,,55418,32.26,12.50," 4 x Crane (Centreline) SWL 30 tons, 26m. max. outreach (grab fitted)",,,"VLS IFO",33.6,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,960mkW total at 127rpm",13542,,,"2 x BWTS - Ballast Water Treatment System (Pending) - TechCross ECS-600 - Electro-Cleen™ at 600cu.m/hr - 2022 installation year",14.5,5,69872,"Bulk Carrier","Mediterranean / Black Sea (34.3 %)",20,189.99,,,,"U.A.E.","Oshima Shipbuilding"
16071966,9380752,"Dubai Galactic",354422000,,"Panama","Emarat Maritime","Emarat Maritime","Emarat Maritime","01-Oct-2007","10-Dec-2004","01-Apr-2005",,,,55418,32.26,12.5," 4 x Crane (Centreline) SWL 30 tons, 26m. max. outreach (grab fitted)",,,"VLS IFO",33.6,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,960mkW total at 127rpm",13542,,,,14.5,5,69872,"Bulk Carrier","East Coast North America (39.5 %)",20,189.99,,,,"U.A.E.","Oshima Shipbuilding"
15753829,9303871,"Leon",538007451,"Sun Acapulco","Marshall Is.","Nomikos Transworld","Nomikos Transworld","Nomikos Transworld","01-Jan-2006","26-Jul-2003","01-Oct-2003",,,,55730,32.26,12.39," 4 x Crane (Centreline) SWL 30 tons, 26m. max. outreach (grab fitted)",,,"VLS IFO",33.6,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,208mkW total at 110rpm",11160,,,"3 x BWTS - Ballast Water Treatment System - TechCross ECS-600 - Electro-Cleen™ at 600cu.m/hr - 2020 installation year",14.5,5,69872,"Bulk Carrier","East Coast South America (24.5 %)",20,189.99,,,,"Greece","Oshima Shipbuilding"
15603881,9291377,"Maithili",636017547,"Malathi","Liberia","Essar Shipping","Essar Shipping","Essar","01-Apr-2005","19-Nov-2004","09-Oct-2003",,,,55707,32.26,12.50," 4 x Crane (Centreline) SWL 30 tons, 26m. max. outreach",,,"VLS IFO",31,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,208mkW total at 110rpm",11160,,,,13.7,5,69872,"Bulk Carrier","Indian Subcontinent (47.3 %)",22,189.99,,,,"India","Oshima Shipbuilding"
15603757,9304100,"Manna",249563000,"Nordholt","Malta","Eastern Med","Eastern Med","Eastern Med","01-Nov-2005",,"01-Jul-2003",,,,55697,32.26,12.50," 4 x Crane (Centreline) SWL 30 tons, 26m. max. outreach (grab fitted)",,,"VLS IFO",33.6,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,480mkW total at 127rpm",12890,,,"1 x BWTS - Ballast Water Treatment System - TechCross ECS-1000 - Electro-Cleen™ at 1000cu.m/hr - 2020 installation year, 1 x BWTS - Ballast Water Treatment System - TechCross ECS-300 - Electro-Cleen™ at 300cu.m/hr - 2020 installation year",14.5,5,69872,"Bulk Carrier","West Coast Africa (29.4 %)",21,189.99,14,13.5,,"Greece","Oshima Shipbuilding"
15754613,9304112,"Coral Island",249397000,"Falcon Trader I","Malta","Centrofin Management","Centrofin Management","Centrofin Management","01-Oct-2006","28-Nov-2003","01-Oct-2003",8134,,,55699,32.26,12.50," 4 x Crane (Centreline) SWL 30 tons, 26m. max. outreach (grab fitted)",,,"VLS IFO",33.6,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,480mkW total at 127rpm",12890,,,"1 x BWTS - Ballast Water Treatment System (Pending) - ERMA FIRST Erma First at 1000cu.m/hr - 2022 installation year",14.5,5,69872,"Bulk Carrier","West Coast Africa (41.2 %)",20,189.99,,,,"Greece","Oshima Shipbuilding"
15248275,9284491,"Dharma Lautan Intan",,"Nord Maru","Indonesia","Djakarta Lloyd","Djakarta Lloyd","Djakarta Lloyd","01-Feb-2006","01-Aug-2003","01-Oct-2002",,,,55745,32.26,12.50," 4 x Crane (Centreline) SWL 30 tons (grab fitted)",,,"VLS IFO",29.5,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,480mkW total at 127rpm",12890,,,,14.5,5,67676,"Bulk Carrier","South East Asia (100.0 %)",20,189.99,14,13.5,,"Indonesia","Oshima Shipbuilding"
15754321,9303883,"Peace",538005674,"Olympic Peace","Marshall Is.","Costamare Shipping","Costamare Shipping","Costamare Shipping","01-Mar-2006","29-Sep-2003","01-Oct-2003",8124,,,55709,32.26,12.50," 4 x Crane (Centreline) SWL 30 tons, 26m. max. outreach (grab fitted)",,,"VLS IFO",33.6,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,208mkW total at 110rpm",11160,,,,14.5,5,69872,"Bulk Carrier","East Asia (26.1 %)",20,189.99,,,,"Greece","Oshima Shipbuilding"
15755407,9317494,"Navios Ulysses",636019923,"Ikan Sembak","Liberia","Navios Holdings","Navios Holdings","Navios Holdings","01-Jan-2007","27-Jan-2004","01-Oct-2003",,,,55728,32.26,12.50," 4 x Crane (Centreline) SWL 30 tons, 26m. max. outreach (grab fitted)",,,"VLS IFO",33.6,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,960mkW total at 127rpm",13542,,,"1 x BWTS - Ballast Water Treatment System (Pending) - ERMA FIRST Erma First at 1000cu.m/hr - 2022 installation year",14.5,5,69872,"Bulk Carrier","West Coast Africa (42.0 %)",22,189.99,,,,"Greece","Oshima Shipbuilding"
15755823,9317559,"Lowlands Opal",563012100,,"Singapore","CLdN Cobelfret","CLdN Cobelfret","CLdN Cobelfret","01-Nov-2007","05-Oct-2004","01-Apr-2004",,,,55381,32.26,12.50," 4 x Crane (Centreline) SWL 30 tons, 26m. max. outreach (grab fitted)",,,"VLS IFO",33.6,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,960mkW total at 127rpm",13542,,,"1 x BWTS - Ballast Water Treatment System - 2020 installation year",14.5,5,69781,"Bulk Carrier","East Coast South America (42.6 %)",20,189.99,,,,"Belgium","Oshima Shipbuilding"
15592297,9304370,"Tai Honesty",372506000,,"Panama","Taiwan Navigation","Taiwan Navigation","Taiwan Navigation","01-Mar-2007","02-Nov-2004","19-Sep-2003",,,,55418,32.26,12.16," 4 x Crane (Centreline) SWL 30 tons, 26m. max. outreach (grab fitted)",19.2,"$m","VLS IFO",33.6,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,960mkW total at 127rpm",13542,,,"1 x BWTS - Ballast Water Treatment System (Pending) - Qingdao Headway HMT-600 - 2022 installation year",15.2,5,69781,"Bulk Carrier","East Asia (24.2 %)",22,190,14.5,14,,"Taiwan","Oshima Shipbuilding"
15592321,9304382,"Tai Hunter",357499000,,"Panama","Taiwan Navigation","Taiwan Navigation","Taiwan Navigation","01-Dec-2007","30-Mar-2004","19-Sep-2003",,,,55418,32.26,12.47," 4 x Crane (Centreline) SWL 30 tons, 26m. max. outreach (grab fitted)",19.2,"$m","VLS IFO",33.6,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,960mkW total at 127rpm",13542,,,"1 x BWTS - Ballast Water Treatment System (Pending) - Qingdao Headway HMT-600 - 2023 installation year",14.5,5,69781,"Bulk Carrier","East Coast South America (38.9 %)",21,189.99,,,,"Taiwan","Oshima Shipbuilding"
16110087,9438016,"Denali",538006690,"Ermis","Marshall Is.","Navig8 Shipmgmt","Zenith Shipping","Zenith Shipping","01-Jan-2009","06-Jun-2006","01-Dec-2006",,,,54279,32.26,12.6," 4 x Crane (Centreline) SWL 36 tons",,,"VLS IFO",61,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,960mkW total at 127rpm",13542,,,"1 x BWTS - Ballast Water Treatment System (Pending) - ERMA FIRST Erma First at 800cu.m/hr - 2022 installation year",14.5,5,65877,"Bulk Carrier","Middle East (44.4 %)",20,189.99,,,,"United States","Jiangsu Eastern"
16110090,9438028,"Aspen",538006689,"Alpine Trader","Marshall Is.","Navig8 Shipmgmt","Zenith Shipping","Zenith Shipping","01-Oct-2009","06-Jun-2006","01-Dec-2006",,,,53286,32.26,12.6," 4 x Crane (Centreline) SWL 36 tons",,,"VLS IFO",61,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,960mkW total at 127rpm",13542,,,"2 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 800cu.m/hr - 2020 installation year",14.5,5,65877,"Bulk Carrier","Indian Subcontinent (30.8 %)",20,189.99,,,,"United States","Jiangsu Eastern"
16072068,9371074,"Plate Queen",538005164,"Tango Queen","Marshall Is.","Nomikos Transworld","Nomikos Transworld","Nomikos Transworld","01-Sep-2007","07-Dec-2004","01-Jan-2005",,,,55649,32.26,12.50," 4 x Crane (Centreline) SWL 30 tons, 26m. max. outreach (grab fitted)",,,"VLS IFO",33.6,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,960mkW total at 127rpm",13542,,,"2 x BWTS - Ballast Water Treatment System - TechCross ECS-600 - Electro-Cleen™ at 600cu.m/hr - 2021 installation year",14.5,5,69781,"Bulk Carrier","East Asia (19.9 %)",22,189.99,14.5,14,,"Greece","Oshima Shipbuilding"
15753111,9272448,"Neraida",538006998,"July M","Marshall Is.","Empire Bulkers","Empire Bulkers","Alma Maritime","01-Jan-2005","06-Aug-2004","01-Jul-2003",,,,55567,32.26,12.49," 4 x Crane (Centreline) SWL 30 tons (grab fitted)",,,"VLS IFO",32.5,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,480mkW total at 127rpm",12890,,,"1 x BWTS - Ballast Water Treatment System - PANASIA Glo-En™ P750 at 750cu.m/hr - 2020 installation year",14.2,5,69872,"Bulk Carrier","South East Asia (26.0 %)",23,189.99,,,,"Greece","Oshima Shipbuilding"
16026445,9371799,"Yuan Hang Wei Ye",414335000,"Pu Sheng 68","China P.R.","Shengsi Pusheng","Dongfang Weiye Shpg","Dongfang Weiye Shpg","01-Apr-2006","25-Jun-2005","01-Oct-2004",10565,,,50785,32.26,12.07," 4 x Crane - MacGregor (Centreline) SWL 40 tons (grab fitted)",,,"VLS IFO",32.7,"1 x Diesel - MaK 12M43 - 4-stroke 12-cyl. 430mm x610mm bore/stroke 10,795mkW total at 514rpm",14677,,,"1 x BWTS - Ballast Water Treatment System - 2021 installation year",14,5,66514,"Bulk Carrier","East Asia (100.0 %)",21,190,14.5,14.5,,"China P.R.","Sinopacific Zhejiang"
15233121,9264128,"Xie Hai Rui Fa",414364000,"Xin Yuan Zhou","China P.R.","Ruian Xiehai Shpg","Ruian Xiehai Shpg","Ruian Xiehai Shpg","01-May-2004","26-May-2003","26-Feb-2002",10652,,,50619,32.28,12.07," 4 x Crane (Centreline) SWL 40 tons (grab fitted)",,,"VLS IFO",32,"1 x Diesel - MaK 12M43 - 4-stroke 12-cyl. 430mm x610mm bore/stroke 10,795mkW total at 500rpm",14677,,,,14,5,66182,"Bulk Carrier","East Asia (100.0 %)",22,190,13.5,13.5,,"China P.R.","Sinopacific Zhejiang"
15233255,9264130,"Triumph",538002127,"RM Dynasty","Marshall Is.",,"Danmar Shipmgmt","Danmar Shipmgmt","01-Nov-2004","01-Nov-2003","26-Feb-2002",10704,,,51235,32.26,12.07," 4 x Crane (Centreline) SWL 40 tons (grab fitted)",,,"VLS IFO",32.7,"1 x Diesel - MaK 12M43 - 4-stroke 12-cyl. 430mm x610mm bore/stroke 10,800mkW total at 500rpm",14683,,,,14,5,66182,"Bulk Carrier","East Coast South America (69.4 %)",21,190,,,,"Greece","Sinopacific Zhejiang"
16160129,9443803,"Lumoso Karunia II",525113003,"Falcon Trader II","Indonesia",,"Lumoso Pratama","Tanto Intim Line","01-Jan-2009","24-Jul-2008","01-Jan-2005",,,,54924,32.26,12.45," 4 x Crane (Centreline) SWL 30 tons, 26m. max. outreach (grab fitted)",,,"VLS IFO",31.5,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,208mkW total at 110rpm",11160,,,"1 x BWTS - Ballast Water Treatment System (Pending) - TechCross ECS-1000 - Electro-Cleen™ at 1000cu.m/hr - 2022 installation year",14,5,69339,"Bulk Carrier","South East Asia (100.0 %)",20,189.99,,,,"Indonesia","Oshima Shipbuilding"
15947091,9343546,"Captainyannis L",538007864,"Poseidon SW","Marshall Is.",,"Sea Globe Mgmt","Sea Globe Mgmt","01-Apr-2008","14-Oct-2004","01-Oct-2004",,,,55688,32.26,12.50," 4 x Crane (Centreline) SWL 30 tons, 26m. max. outreach (grab fitted)",,,"VLS IFO",33.6,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,208mkW total at 110rpm",11160,,,,14.5,5,69872,"Bulk Carrier","East Coast North America (27.9 %)",19,189.99,13.5,13,,"Greece","Oshima Shipbuilding"
16173866,9550668,"Seven Lady",248647000,"Queen P","Malta","AIMS Shipping","AIMS Shipping","AIMS Shipping","01-Nov-2009","11-Jun-2009","01-Jan-2006",9834,,,51241,32.26,12.33," 4 x Crane (Centreline) SWL 30.50 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,480mkW total at 127rpm",12880,,,"1 x BWTS - Ballast Water Treatment System - TechCross ECS-1000 - Electro-Cleen™ at 1000cu.m/hr - 2020 installation year",,5,59676,"Bulk Carrier","East Coast North America (28.3 %)",20,182.98,14,14.05,,"Greece","Imabari SB (Imabari)"
15288413,9278818,"Manta Hulya",538009227,"Ocean Pearl","Marshall Is.","Manta Denizcilik","Manta Denizcilik","Manta Denizcilik","01-Sep-2004","02-Apr-2004","12-Jul-2002",8103,,,55557,32.26,12.46," 4 x Crane (Centreline) SWL 30 tons, 26m. max. outreach (grab fitted)",,,"VLS IFO",30,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,480mkW total at 127rpm",12890,,,"1 x BWTS - Ballast Water Treatment System - 2020 installation year",14,5,69872,"Bulk Carrier","East Coast South America (33.0 %)",23,190,,,,"Turkey","Oshima Shipbuilding"
15288547,9278820,"Prabhu Mihikaa",563080500,"Jin Hai","Singapore","Tolani Group","Tolani Group","Tolani Group","01-Mar-2005","13-Sep-2004","12-Jul-2002",,,,55557,32.26,12.48," 4 x Crane (Centreline) SWL 30 tons, 26m. max. outreach (grab fitted)",,,"VLS IFO",31.7,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,208mkW total at 110rpm",11152,,,"1 x BWTS - Ballast Water Treatment System - 2020 installation year",14,5,69872,"Bulk Carrier","Indian Subcontinent (41.1 %)",20,189.99,,,,"India","Oshima Shipbuilding"
