"Listing"

"WFR Listing"
"Created 16 February 2022 05:30"


"CVN","Stock Exchange Ticker","Speed (knots)","Speed category","Great Lakes Fitted","Contract Date Ind","Self Unloader (Ind)","Builder Yard Location","Air Draft From Water Line (m)","Demo Location","Manager Group","Grabs Ind","Vessel Name Date","Ice Class (Ind)","Ice Notation","Self Unloader Type","Original Builder","Original Builder Group","FEU Max In Holds","FEU Max On Deck","Deck Strength (sq m t)","Deck Cargo (Ind)","SOx Scrubber Indicator","BWMS Status","Deck Timber Loading (Ind)","Pool Operator Country/Region","BWMS 1 Retrofit Date","BWMS Technology Type","Grabs No","Deck Cargo Height (m)","Auxiliary Engine Detail","BWMS 2 Retrofit Date","Propulsor Detail","Maximum Speed (knots)","Self Unloader Cap (t hr)","Total Cargo Decks No","Hatch Max Length (m)","Hatch Max Width (m)","Heavy Lift (Ind)","Hull Type"
16030318,"JIN",15.9,"Service",,"Y","N","Kobe",,,"Jinhui Shpg & Trans",,"01-Oct-2021",,,,"Kawasaki HI Kobe","Kawasaki HI",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - Daihatsu 6DC-17 - 4-stroke 6-cyl. 170mm x 270mm bore/stroke 1,650mkW total at 1,000rpm driving 3 x Taiyo FE 541C-8 - AC generator(s) at 1,590ekW total, (1,987.50kVA total) at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 110rpm",,,1,20.47,18.6
16030321,,13.7,"Laden",,"Y","N","Kobe",,,"Tamar Shipmnt","Y","01-Dec-2019",,,,"Kawasaki HI Kobe","Kawasaki HI",,,,,,"Fitted",,,"10-Sep-2020","FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",4,,"3 x Aux. Diesel Gen. - Daihatsu 6DC-17 - 4-stroke 6-cyl. 170mm x 270mm bore/stroke 1,650mkW total at 1,000rpm driving 3 x AC generator(s) at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,1,20.47,18.6
16030392,,14.5,"Service","N",,"N","Nantong",,,"Novamaris","N","01-Apr-2021","Y","1C",,"Jiangsu Rongsheng","China Huarong Energy",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 5L23/30H Mk.1 - 4-stroke 5-cyl. 225mm x 300mm bore/stroke 2,220mkW total at 1,800rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 105rpm, Ø6.80m",,,1,17.1,15.03,"N"
16030400,,14.3,"Service","N",,"N","Nantong",,,"Novamaris","N","01-Nov-2021","Y","1C",,"Jiangsu Rongsheng","China Huarong Energy",,,,,,"Pending",,,"15-Oct-2023","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 5L23/30H Mk.1 - 4-stroke 5-cyl. 225mm x 300mm bore/stroke 2,220mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 105rpm, Ø6.80m",,,1,17.1,15.03,"N"
16030413,"GOGL",14.5,"Service","N",,"N","Nantong",,,"Thome & Co","N","01-Dec-2008","Y","1C",,"Jiangsu Rongsheng","China Huarong Energy",,,,,,"Pending",,,"18-Feb-2024","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 5L23/30H Mk.1 - 4-stroke 5-cyl. 225mm x 300mm bore/stroke 2,220mkW total at 900rpm driving 3 x AC generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 105rpm, Ø6.80m",,,1,17.1,15.03,"N"
16030550,,14,"Laden","N","Y","N","Imabari",43.77,,"Hubei Qin Tai Ltd","Y","01-Mar-2021","N",,,"Imabari SB (Imabari)","Imabari Shipbuilding",,,,,,"Fitted",,,"11-Aug-2021","FILTRATION - ULTRAVIOLET",4,,"3 x Aux. Diesel Gen. - Daihatsu 5DC-17Ae - 4-stroke 5-cyl. 170mm x 270mm bore/stroke 1,470mkW total at 900rpm driving 3 x ac generator(s) at 1,350ekW total, (1,687.50kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,1,21.12,17.6,"N"
16030563,"9107",14.5,"Service","N","Y","N","Saijo",,,"K-Line",,"01-Feb-2007","N",,,"Imabari SB Saijo","Imabari Shipbuilding",,,,"N",,"Pending","N",,"22-Feb-2022","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Yanmar 6N21AL-DV - 4-stroke 6-cyl. 210mm x 290mm bore/stroke 2,340mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",,,1,16.2,23.8,"N"
16030576,,14.5,"Service","N","Y","N","Saijo",,,"Berge Bulk",,"01-Mar-2018","N",,,"Imabari SB Saijo","Imabari Shipbuilding",,,,"N","Y",,"N",,,,,,"3 x Aux. Diesel Gen. - Yanmar 6N18AL-EV - 4-stroke 6-cyl. 180mm x 280mm bore/stroke  at 900rpm driving 3 x generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",,,1,16.2,23.8,"N"
16030589,,17.1,"Trial Speed","N","Y","N","Saijo",,,"V. Group",,"01-Dec-2020","N",,,"Imabari SB Saijo","Imabari Shipbuilding",,,,"N",,"Fitted","N",,"28-Nov-2021","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Yanmar 6N21AL-DV - 4-stroke 6-cyl. 210mm x 290mm bore/stroke 2,340mkW total at 900rpm driving 3 x AC generator(s) at 2,040ekW total, (2,550kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm"
16030592,,14.5,"Service","N","Y","N","Saijo",,,"Nippon Yusen Kaisha",,"01-Jan-2020","N",,,"Imabari SB Saijo","Imabari Shipbuilding",,,,"N",,,"N",,,,,,"2 x Aux. Diesel Gen. - Yanmar 6N21AL-DV - 4-stroke 6-cyl. 210mm x 290mm bore/stroke 1,560mkW total at 900rpm driving 2 x AC generator(s) at 60Hz, 1 x Aux. Diesel Gen. - Yanmar 6N21AL-DV - 4-stroke 6-cyl. 210mm x 290mm bore/stroke 780mkW total at 900rpm driving 1 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",,,1,15.66,20.8
16030639,,15,"Service","N","Y","N","Imabari",43.77,,"IDC Shipping","Y","01-Dec-2009",,,,"Imabari SB (Imabari)","Imabari Shipbuilding",,,,,,"Fitted",,,"23-Oct-2021","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",4,,"3 x Aux. Diesel Gen. - Daihatsu 5DC-17Ae - 4-stroke 5-cyl. 170mm x 270mm bore/stroke 1,470mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,1,21.12,17.6,"N"
16030642,,13.5,"Service",,"Y","N","Hakata",,,"Evalend Shipping",,"01-May-2014","N",,,"Shimanami Shipyard","Imabari Shipbuilding",,,,,,"Fitted",,,"03-Feb-2022","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Yanmar 6N18AL-DV - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 1,500mkW total at 900rpm driving 3 x ac generator(s) at 1,260ekW total, (1,575kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 136rpm",,,1,19.2,17.6
16030789,"TMI",13.2,"Laden",,,"N","Kure",,,"Magsaysay Maritime","Y","01-May-2017","N",,,"Kanda Zosensho","Kanda S.B. Co.",,,,,,,,,,,3,,"2 x Aux. Diesel Gen. - Yanmar 6N18AL-DV - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 1,000mkW total at 900rpm driving 2 x Nishishiba AC generator(s) at 840ekW total, (1,050kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 125rpm",,,1,20,24,"N"
16031131,,15,"Service",,"Y","N","Iwagi",43.77,,"Vanguard","Y","01-Dec-2021","N",,,"Iwagi Zosen","Imabari Shipbuilding",,,,,,"Fitted",,,"31-Jan-2022","ELECTROLYSIS (ELECTRO-CHLORINATION)",4,,"3 x Aux. Diesel Gen. - Daihatsu 5DC-17Ae - 4-stroke 5-cyl. 170mm x 270mm bore/stroke 1,470mkW total at 900rpm driving 3 x ac generator(s) at 1,350ekW total, (1,687.50kVA total) 450V at 60Hz","31-Jan-2022","1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,1,21.12,17.6,"N"
16031144,,14,"Service",,"Y","N","Iwagi",43.77,,"Franco Comp. Nav.","Y","01-Jun-2013","N",,,"Iwagi Zosen","Imabari Shipbuilding",,,,,,"Fitted",,,"12-Aug-2021",,4,,"3 x Aux. Diesel Gen. - Daihatsu 5DC-17Ae - 4-stroke 5-cyl. 170mm x 270mm bore/stroke 1,470mkW total at 900rpm driving 3 x ac generator(s) at 1,350ekW total, (1,687.50kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,1,21.12,17.6,"N"
15360915,,14,"Service",,,,"Shanghai",,,"China COSCO Shipping",,"01-Jan-2005","Y","B",,"Shanghai Shipyard","CSSC",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x Taiyo FE 547A-8 - AC generator(s) at 1,800ekW total, (2,250kVA total) 400V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 114rpm, Ø5.60m",,,,22.14,16.8
15361091,,14,"Service",,,,"Shanghai",,,"China COSCO Shipping",,"01-Mar-2005","Y","B",,"Shanghai Shipyard","CSSC",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 127rpm, Ø5.60m",,,,22.14,16.8
15361125,,14,"Service",,,,"Huludao",,,"China COSCO Shipping",,"01-Oct-2004","Y","B",,"Bohai Shipbuilding","CSSC",,,,,,"Fitted",,,"25-Aug-2019","FILTRATION - ULTRAVIOLET",,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x ABB AMG 450 - AC generator(s) at 1,920ekW total, (2,400kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 114rpm, Ø5.60m",,,,22.14,16.8
15361259,,14,"Service",,,,"Huludao",,,"China COSCO Shipping",,"01-Dec-2004","Y","B",,"Bohai Shipbuilding","CSSC",,,,,,"Fitted",,,"28-Jun-2019","FILTRATION - ULTRAVIOLET",,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 127rpm, Ø5.60m",,,,22.14,16.8
15424189,,14,"Service",,,,"Shanghai",,,"China COSCO Shipping",,"01-Jun-2005","Y","B",,"Shanghai Chengxi","Shanghai Chengxi",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x ac generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 127rpm, Ø5.60m",,,,22.14,16.8
15426183,,14.5,"Service",,,"N","Balamban",,,"Gearbulk",,"01-Jan-2012","N",,,"Tsuneishi Cebu","Tsuneishi Holdings",,,,,,"Pending",,,"01-Aug-2023","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Daihatsu 6DC-17Ae - 4-stroke 6-cyl. 170mm x 270mm bore/stroke 1,680mkW total at 900rpm driving 3 x AC generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,1,21.25,18.4
15426217,,14.5,"Service",,,"N","Balamban",,,"Akmar Shpg & Trdg",,"01-Jan-2009","N",,,"Tsuneishi Cebu","Tsuneishi Holdings",,,,,,"Fitted",,,"12-Aug-2018","FILTRATION - ULTRAVIOLET",,,"3 x Aux. Diesel Gen. - Daihatsu 6DC-17Ae - 4-stroke 6-cyl. 170mm x 270mm bore/stroke 1,680mkW total at 900rpm driving 3 x AC generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,1,21.25,18.4
15468033,"KCC",14.5,"Service","N",,"N","Saikai",,,"Torvald Klaveness","N",,"N",,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,"N",,"Fitted",,,"02-Aug-2020","FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20 - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 2,400mkW total at 720rpm driving 3 x ac generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 105rpm",,,1,16.92,15.88,"N"
15468167,"KCC",14.4,"Service","N",,,"Saikai",,,"Torvald Klaveness",,"01-Jul-2007",,,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,,,"Fitted",,,"04-Aug-2017","FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20 - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 2,400mkW total at 720rpm driving 3 x ac generator(s) at 2,280ekW total, (2,850kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 127rpm",,,1,16.92,15.88
15471891,,15.7,"Service",,,"N","Kobe",,,"Harbor Shpg & Trdg","N","21-Mar-2011","N",,,"Kawasaki HI Kobe","Kawasaki HI",,,,,,"Pending",,,"30-Jul-2022","ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Yanmar 6N18AL-UV - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 1,648mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 127rpm",,,,20.24,17.96,"N"
15471925,,14.5,"Service",,,"N","Kobe",,,"Vamvaship Maritime","N","01-Jan-2009","N",,,"Kawasaki HI Kobe","Kawasaki HI",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,,20.24,17.96,"N"
15472001,,13.8,"Laden",,,"N","Kobe",,,"Han Ship Mngmt","N","01-Sep-2019","N",,,"Kawasaki HI Kobe","Kawasaki HI",,,,,,"Fitted",,,"02-Oct-2019",,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 1,440ekW total, (1,800kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,,20.24,17.96,"N"
15472135,,14.5,"Service",,,"N","Kobe",,,"Vamvaship Maritime","N","01-Dec-2009","N",,,"Kawasaki HI Kobe","Kawasaki HI",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - Yanmar4-stroke  driving 3 x AC generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,,20.24,17.96,"N"
15472269,,12,"Eco-Speed",,,,"Kobe",,,"Iskenderun Gemi",,"01-Jun-2015","N",,,"Kawasaki HI Kobe","Kawasaki HI",,,,,,"Fitted",,,"26-Jan-2020",,,,"3 x Aux. Diesel Gen. - Daihatsu 6DC-17 - 4-stroke 6-cyl. 170mm x 270mm bore/stroke 1,650mkW total at 1,000rpm driving 3 x ac generator(s) at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 127rpm",,,1,20.47,18.6
15472393,,14.5,"Service","N",,"N","Osaka",42,,"Primerose Shipping","N","01-Jan-2010","N",,,"Sanoyas","Sanoyas",,,,,,"Fitted",,,"10-Dec-2020","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Yanmar4-stroke  driving 3 x ac generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), 104rpm",,,1,17.1,15,"N"
15472427,,14,"Service","N",,"N","Marugame",,,"Omicron Ship Mgmt","N","01-Apr-2017","N",,,"Imabari SB Marugame","Imabari Shipbuilding",,,,"N",,"Fitted",,,"03-Jul-2019","ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 1,200ekW total, (1,500kVA total) 450V at 60Hz",,"1 x CP Propeller (Aft Centre) (mechanical), 105rpm",,,1,17.1,15.6,"N"
15472685,,14.34,"Service","N",,,"Shanghai",,,"China COSCO Shipping",,"01-Jan-2005","N",,,"Jiangnan Shipyard","Jiangnan Shipyard",,,,,,"Fitted",,,"30-Apr-2020","FILTRATION - ULTRAVIOLET",,,"3 x Aux. Diesel Gen. - Yanmar 6N18AL-EV - 4-stroke 6-cyl. 180mm x 280mm bore/stroke  at 900rpm driving 3 x Taiyo ac generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,15.48,15
15472719,,16.4,"Service","N",,,"Shanghai",,,"China COSCO Shipping",,,"N",,,"Jiangnan Shipyard","Jiangnan Shipyard",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - Yanmar 6N18AL-EV - 4-stroke 6-cyl. 180mm x 280mm bore/stroke  at 900rpm driving 3 x Taiyo ac generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,15.48,15
15418083,,13.5,"Laden","N",,"N","Osaka",42,,"Yasa Shipping","N","01-Feb-2006","N",,,"Sanoyas","Sanoyas",,,,,,"Fitted",,"Norway","02-Aug-2020","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Yanmar4-stroke  driving 3 x ac generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), 104rpm",,,1,17.1,15,"N"
15418117,,13.5,"Laden","N",,"N","Osaka",42,,"Yasa Shipping","N","03-May-2006","N",,,"Sanoyas","Sanoyas",,,,,,"Fitted",,,"28-May-2020","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Yanmar 6N18AL-HV - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 1,335mkW total at 900rpm driving 3 x ac generator(s) at 1,200ekW total, (1,500kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 104rpm",,,1,17.1,15,"N"
15418241,,14,"Service",,,"N","Nantong",,,"Fujian Fuzhan",,"01-Jan-2018",,,,"Nantong COSCO KHI","COSCO Shipping HI",,,,"N",,,,,,,,,"3 x Aux. Diesel Gen. - 4-stroke 1,410mkW total driving 3 x Taiyo FE 541C-8 - AC generator(s) at 1,320ekW total, (1,650kVA total) 440V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 102rpm",,,1,20.2,16
15418375,"SBLK",14.5,"Service","N",,"N","Fukuyama",,,"Star Bulk Carriers","N","01-Dec-2014","N",,,"Tsuneishi Zosen","Tsuneishi Holdings",,,,,"Y",,,,,,,,"3 x Aux. Diesel Gen. - Daihatsu 5DC-17Ae - 4-stroke 5-cyl. 170mm x 270mm bore/stroke 1,470mkW total at 900rpm driving 3 x Taiyo AC generator(s) at 1,200ekW total, (1,500kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Mitsubishi HI Mach, 113rpm",,,1,17.8,15.4,"N"
15418409,,13.75,"Laden","N",,"N","Fukuyama",,,"Ionic Holdings Inc","N","01-Sep-2014","N",,,"Tsuneishi Zosen","Tsuneishi Holdings",,,,,,"Fitted",,,"10-Sep-2020","ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Daihatsu4-stroke  driving 3 x ac generator(s)","10-Sep-2020","1 x FP Propeller (Aft Centre) (mechanical), 113rpm",,,1,17.8,15.4,"N"
15418533,"SBLK",14.5,"Service","N",,"N","Fukuyama",,,"Star Bulk Carriers","N","01-Dec-2014","N",,,"Tsuneishi Zosen","Tsuneishi Holdings",,,,,"Y",,,,,,,,"3 x Aux. Diesel Gen. - Daihatsu 5DC-17Ae - 4-stroke 5-cyl. 170mm x 270mm bore/stroke 1,320mkW total at 900rpm driving 3 x Taiyo AC generator(s) at 1,200ekW total, (1,500kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Mitsubishi HI Mach, 98rpm",,,1,17.8,15.4,"N"
15418667,,14.5,"Service","N",,"N","Fukuyama",,,"SNP Shipping Service","N","01-Jul-2020","N",,,"Tsuneishi Zosen","Tsuneishi Holdings",,,,,,"Fitted",,,"10-Aug-2020",,,,"3 x Aux. Diesel Gen. - Daihatsu 5DC-17Ae - 4-stroke 5-cyl. 170mm x 270mm bore/stroke 1,470mkW total at 900rpm driving 3 x AC generator(s) at 1,350ekW total, (1,687.50kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Mitsubishi HI Mach, 98rpm",,,1,17.8,15.4,"N"
15418791,"NMM",14.5,"Service","N",,"N","Fukuyama",,,"Navios Holdings","N","15-Oct-2013","N",,,"Tsuneishi Zosen","Tsuneishi Holdings",,,,,,"Fitted",,,"19-Sep-2021","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Daihatsu 5DC-17Ae - 4-stroke 5-cyl. 170mm x 270mm bore/stroke 1,470mkW total at 900rpm driving 3 x ac generator(s) at 1,350ekW total, (1,687.50kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Mitsubishi HI Mach, 98rpm",,,1,17.8,15.4,"N"
15421133,,15.4,"Service","N",,"N","Tsu",,,"C Transport Maritime",,"01-Mar-2005","N",,,"Universal SB (Tsu)","Universal SB (Tsu)",,,,"N",,"Pending","N",,"22-Jun-2022","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",,,1,16.2,21
15421683,,14.5,"Service",,,"N","Tamano",,,"Manta Denizcilik","Y","01-Mar-2020","N",,,"Mitsui SB (Tamano)","Mitsui Eng & SB",,,,,,,,,,,4,,"3 x Aux. Diesel Gen. - Daihatsu 5DK-20 - 4-stroke 5-cyl. 200mm x 300mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,1,21.12,18.92,"N"
15421717,,14.5,"Service",,,"N","Tamano",,,"DZ Shpg","Y","08-Jul-2020","N",,,"Mitsui SB (Tamano)","Mitsui Eng & SB",,,,,,"Pending",,,"07-Jun-2022","FILTRATION - ULTRAVIOLET",4,,"3 x Aux. Diesel Gen. - Daihatsu 5DK-20 - 4-stroke 5-cyl. 200mm x 300mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,1,21.12,18.92,"N"
15423553,,14,"Laden","N",,,"Shanghai",,,"Hainan Weiye",,"01-Jun-2021","N",,,"Jiangnan Shipyard","Jiangnan Shipyard",,,,,,"Fitted",,,"26-Mar-2020","ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Yanmar 6N18AL-EV - 4-stroke 6-cyl. 180mm x 280mm bore/stroke  at 900rpm driving 3 x Taiyo FE 547A-8 - ac generator(s) at 1,800ekW total, (2,250kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 105rpm, Ø6.76m",,,,15.48,15
15423687,,14.5,"Service",,,"N","Tamano",,,"Sellan Gas Co Ltd","Y","01-Oct-2019","N",,,"Mitsui SB (Tamano)","Mitsui Eng & SB",,,,,,,,,,,4,,"3 x Aux. Diesel Gen. - Daihatsu 5DK-20 - 4-stroke 5-cyl. 200mm x 300mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,1,21.12,18.92,"N"
15386115,,14.3,"Service","N",,"N","Kaohsiung",,,"Erasmus Corp",,"01-Apr-2014",,,,"CSBC (Kaohsiung)","CSBC Corporation",,,,"N",,,"N",,,,,,"3 x Aux. Diesel Gen. - Daihatsu 5DC-17Ae - 4-stroke 5-cyl. 170mm x 270mm bore/stroke 1,440mkW total at 900rpm driving 3 x Nishishiba NTAKL-VE - AC generator(s) at 1,320ekW total, (1,650kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 105rpm",,,1,17.1,15.03
15386249,"2606",14.3,"Service","N",,,"Kaohsiung",,,"Far Eastern Group",,"01-Dec-2020",,,,"CSBC (Kaohsiung)","CSBC Corporation",,,,,,"Pending",,,"10-Aug-2022","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x Nishishiba NTAKL-VE - ac generator(s) at 1,320ekW total, (1,650kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 93.50rpm",,,1,17.1,15.03
15388793,,14.5,"Service",,,"N","Fukuyama",,,"Shanghai Newseas","Y","01-Oct-2013",,,,"Tsuneishi Zosen","Tsuneishi Holdings",,,,,,"Fitted",,,"18-Sep-2017","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",4,,"3 x Aux. Diesel Gen. - Yanmar4-stroke  driving 3 x ac generator(s) at 1,005ekW total, (1,256kVA total)",,"1 x FP Propeller (Aft Centre) (mechanical), 116rpm",,,,21.3,18.4,"N"
15388951,,14.5,"Service",,,"N","Fukuyama",,,"Zhangzhou Shipping","Y","01-Sep-2015",,,,"Tsuneishi Zosen","Tsuneishi Holdings",,,,,,,,,,,4,,"3 x Aux. Diesel Gen. - Yanmar4-stroke  driving 3 x ac generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), 116rpm",,,,21.3,18.4,"N"
15389037,,14.5,"Service",,,"N","Fukuyama",,,"Synergy Group","Y","01-Aug-2017",,,,"Tsuneishi Zosen","Tsuneishi Holdings",,,,,,,,,,,4,,"3 x Aux. Diesel Gen. - Yanmar4-stroke  driving 3 x ac generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), 116rpm",,,,21.3,18.4,"N"
15389161,,13.3,"Service",,,,"Imabari",,,"Sang Thai Group",,"01-Jan-2013",,,,"Higaki Zosen","Higaki Zosen",,,,,,"Fitted",,,"20-Apr-2021","FILTRATION - ULTRAVIOLET",,,,,"1 x Propeller (Aft Centre) (mechanical), 210rpm",,,1
15390341,"9110",14.7,"Service","N",,,"Marugame",,,"NS United KK",,"01-Sep-2020","N",,,"Imabari SB Marugame","Imabari Shipbuilding",,,,,,"Fitted",,,"18-Aug-2020","ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Yanmar 6N18AL-UV - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 1,650mkW total at 900rpm driving 3 x ac generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,1,23.01,17.6
