"Listing"

"WFR Listing"
"Created 15 February 2022 21:19"


"CVN","IMO Number","Name","MMSI (Maritime Mobile Service Identity)","Ex Name","Flag State","Operator","Owner","Group Owner","Built Date","Keel Laid Date","Contract Date","LDT","Demo $/LDT","Demo Date","Dwt","Beam Mld (m)","Draught (m)","Gear Detail","Price (NB)","Currency (NB)","Main Engine Fuel Type","Main Consumption at Service Speed (tpd)
","Main Engine Detail","HP Total Propulsion","SOx Scrubber Status","Eco – Electronic Engine","Environmental Detail","Service Speed (knots)","Holds Total No","Grain Capacity (cu m)","Type","Main Global Zone (Last 12 Months %)","Est Crew No","LOA (m)","Ballast Speed (knots)","Laden Speed (knots)","Main Engine LNG Ready","Owner Nationality/Region","Builder"
16091472,9572082,"Equinox Orenda",319153600,"Anjelique D","United Kingdom","Equinox Maritime","Equinox Maritime","Equinox Maritime","01-Jan-2012","08-Dec-2010","22-Jun-2007",,,,58689,32.26,12.65," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",33.5,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,960mkW total at 127rpm",13542,,,"2 x BWTS - Ballast Water Treatment System (Pending) - TechCross ECS-600 - Electro-Cleen™ at 600cu.m/hr - 2022 installation year",14,5,73679,"Bulk Carrier","United Kingdom/Continent (23.8 %)",20,197,14,14,,"Greece","Nantong COSCO KHI"
16148356,9482122,"Sunny Royal",357213000,,"Panama","K-Line","K-Line","K-Line","01-May-2011","25-Oct-2010","01-Mar-2008",,,,58772,32.26,12.65," 4 x Crane (Centreline) SWL 30 tons (grab fitted)",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,480mkW total at 127rpm",12880,,,,16,5,73614,"Bulk Carrier","East Asia (38.5 %)",20,197,,,,"Japan","Kawasaki HI Kobe"
16210338,9616618,"Georgia M",538004498,,"Marshall Is.","Navitas Cia. Mar.","Navitas Cia. Mar.","Navitas Cia. Mar.","01-Feb-2012","08-Oct-2011","01-Jan-2010",,,,58666,32.26,12.65," 4 x Crane (Centreline) SWL 30.50 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50ME-B8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,630mkW total at 116rpm",11726,,"Eco – Electronic Engine","1 x BWTS - Ballast Water Treatment System (Pending) - TechCross ECS-600 - Electro-Cleen™ at 600cu.m/hr - 2022 installation year, 1 x BWTS - Ballast Water Treatment System (Pending) - TechCross ECS-150 - Electro-Cleen™ at 150cu.m/hr - 2022 installation year",15.8,5,73679,"Bulk Carrier","Indian Subcontinent (30.9 %)",21,197,13.5,13,,"Greece","Nantong COSCO KHI"
16223383,9615729,"Britain Bay",373511000,,"Panama","K-Line Bulk Shpg.","K-Line Bulk Shpg.","K-Line","01-Jan-2012","01-Jun-2011","01-Dec-2010",,,,58709,32.26,12.68," 4 x Crane (Centreline) SWL 30.50 tons (grab fitted)",,,"VLS IFO",30,"1 x Diesel - MAN B. & W. 6S50MC-C7.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,630mkW total at 116rpm",11734,,,"1 x BWTS - Ballast Water Treatment System - JFE Engineering BallastAce® 2000x1-L at 2000cu.m/hr - 2019 installation year",14,5,73614,"Bulk Carrier","East Asia (28.5 %)",21,197,,,,"Japan","Kawasaki HI Sakaide"
16223396,9615731,"OBE Grande",314571000,"Amami K","Barbados","Overseas Bulker Ent","Overseas Bulker Ent","Overseas Bulker Ent","01-Feb-2012","03-Oct-2011","01-Dec-2010",,,,58613,32.26,12.68," 4 x Crane (Centreline) SWL 30 tons (grab fitted)",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C7.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,630mkW total at 116rpm",11734,,,,14.5,5,73614,"Bulk Carrier","East Asia (32.5 %)",20,197,,,,"Lebanon","Kawasaki HI Sakaide"
16223404,9615743,"Clifton Bay",373470000,,"Panama","K-Line Bulk Shpg.","K-Line Bulk Shpg.","K-Line","01-Jul-2012","23-Dec-2011","01-Dec-2010",,,,58628,32.26,12.68," 4 x Crane (Centreline) SWL 30.50 tons (grab fitted)",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C7.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,630mkW total at 116rpm",11734,,,"1 x BWTS - Ballast Water Treatment System - JFE Engineering BallastAce® 2000x1-L at 2000cu.m/hr",14.5,5,73614,"Bulk Carrier","East Asia (28.3 %)",20,197,,,,"Japan","Kawasaki HI Sakaide"
16194803,9584906,"Global Success",371590000,,"Panama","Nippon Yusen Kaisha","Nippon Yusen Kaisha","Nippon Yusen Kaisha","01-Oct-2013","20-Dec-2011","01-Sep-2008",,,,58687,32.26,12.65," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,630mkW total at 116rpm",11726,,,"1 x BWTS - Ballast Water Treatment System - 2020 installation year",,5,73614,"Bulk Carrier","East Asia (28.4 %)",25,197,,,,"Japan","Kawasaki HI Kobe"
16223420,9615767,"Europa Bay",354322000,,"Panama","K-Line Bulk Shpg.","K-Line Bulk Shpg.","K-Line","01-Dec-2013","26-Dec-2011","01-Dec-2010",,,,58606,32.26,12.68," 4 x Crane (Centreline) SWL 30.50 tons (grab fitted)",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C7.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,630mkW total at 116rpm",11734,,,,,5,73614,"Bulk Carrier","East Asia (58.4 %)",20,197,,,,"Japan","Kawasaki HI Sakaide"
16225961,9650145,"Sole",210238000,"Global Venus","Cyprus","Almi Marine Mgmt","Almi Marine Mgmt","Almi Marine Mgmt","01-Mar-2013","30-Nov-2011","01-Jan-2011",,,,58635,32.26,12.65," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,630mkW total at 116rpm",11735,,,"2 x BWTS - Ballast Water Treatment System - TechCross ECS-600 - Electro-Cleen™ at 600cu.m/hr - 2020 installation year, 2 x BWTS - Ballast Water Treatment System - TechCross ECS-150 - Electro-Cleen™ at 150cu.m/hr - 2020 installation year",16.2,5,73614,"Bulk Carrier","West Coast South America (26.8 %)",20,197,,,,"Greece","Kawasaki HI Sakaide"
16225974,9650133,"Sheng Yang",356875000,"Kouyou","Panama","Sheng Hua","Sheng Hua","Sheng Hua","01-Jun-2013","15-Dec-2011","01-Jan-2011",,,,57453,32.26,12.65," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,630mkW total at 116rpm",11735,,,"1 x BWTS - Ballast Water Treatment System - Sunrui BC-1000 at 1000cu.m/hr - 2020 installation year",,5,73614,"Bulk Carrier","East Coast Africa (33.0 %)",20,197,,,,"Hong Kong","Kawasaki HI Sakaide"
16217579,9631462,"Top Weather",373180000,,"Panama","Fairweather SS Co","Fairweather SS Co","Fairweather SS Co","01-Jun-2012","05-Dec-2011","01-Dec-2010",,,,58689,32.26,12.65," 4 x Crane (Centreline) SWL 30.50 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,960mkW total at 127rpm",13542,,,"2 x BWTS - Ballast Water Treatment System - COSCO (Weihai) BOS-700 at 700cu.m/hr",14.5,5,73679,"Bulk Carrier","East Asia (30.0 %)",20,197,,,,"Hong Kong","Nantong COSCO KHI"
16148314,9454084,"Akour II",319156500,"Ocean Colossus","Cayman Islands","Equinox Maritime","Equinox Maritime","Equinox Maritime","01-Oct-2010","19-May-2010","01-Mar-2008",,,,58831,32.26,12.65," 4 x Crane (Centreline) SWL 30 tons (grab fitted)",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,200mkW total at 127rpm",11149,,,"2 x BWTS - Ballast Water Treatment System - TechCross ECS-600 - Electro-Cleen™ at 600cu.m/hr - 2020 installation year",16,5,73614,"Bulk Carrier","West Coast Africa (18.7 %)",20,197,15.1,14.1,,"Greece","Kawasaki HI Kobe"
16148327,9482108,"Ipsea Colossus",565435000,,"Singapore","K-Line Pte Ltd","K-Line Pte Ltd","K-Line","01-Jan-2011","17-Aug-2010","01-Mar-2008",,,,58831,32.26,12.68," 4 x Crane (Centreline) SWL 30 tons (grab fitted)",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,480mkW total at 127rpm",12880,,,"3 x BWTS - Ballast Water Treatment System - TechCross ECS-600 - Electro-Cleen™ at 600cu.m/hr - 2019 installation year",16,5,73614,"Bulk Carrier","East Asia (100.0 %)",20,197,,,,"Japan","Kawasaki HI Kobe"
16148330,9482110,"Ganga K",419001227,"Cambria Colossus","India","K-Line (India)","K-Line (India)","K-Line","01-Mar-2011","25-Oct-2010","01-Mar-2008",,,,58818,32.26,12.65," 4 x Crane (Centreline) SWL 30 tons (grab fitted)",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,480mkW total at 127rpm",12880,,,"1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 1500cu.m/hr - 2021 installation year",16,5,73614,"Bulk Carrier","Indian Subcontinent (72.1 %)",20,197,,,,"Japan","Kawasaki HI Kobe"
16148369,9482134,"Sunny Hope",353096000,,"Panama","K-Line","K-Line","K-Line","01-Aug-2011","28-Dec-2010","01-Mar-2008",,,,58818,32.26,12.65," 4 x Crane (Centreline) SWL 30 tons (grab fitted)",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,480mkW total at 127rpm",12880,,,,16,5,73614,"Bulk Carrier","West Coast North America (31.1 %)",20,197,,,,"Japan","Kawasaki HI Kobe"
16176904,9502362,"Lacta",538008466,"Korean Lily","Marshall Is.","Diligent Holdings","Diligent Holdings","Diligent Holdings","01-Sep-2010","12-Apr-2010","01-Feb-2008",,,,58713,32.26,12.68," 4 x Crane (Centreline) SWL 30.50 tons (grab fitted)",,,"VLS IFO",32.1,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,480mkW total at 127rpm",12889,,,"1 x BWTS - Ballast Water Treatment System - ERMA FIRST Erma First at 1000cu.m/hr - 2020 installation year",14.5,5,73614,"Bulk Carrier","Mediterranean / Black Sea (27.1 %)",20,197,,,,"Greece","Kawasaki HI Sakaide"
16176917,9552367,"KP Albatross",538005974,"KT Albatross","Marshall Is.","Nomikos Transworld","Nomikos Transworld","Nomikos Transworld","01-Dec-2010","12-Jul-2010","01-Apr-2008",,,,58743,32.26,12.65," 4 x Crane (Centreline) SWL 30.50 tons (grab fitted)",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,479mkW total at 116rpm",12889,,,"4 x BWTS - Ballast Water Treatment System - TechCross ECS-450 - Electro-Cleen™ at 450cu.m/hr - 2021 installation year",14.45,5,73614,"Bulk Carrier","West Coast North America (28.7 %)",20,197,,,,"Greece","Kawasaki HI Sakaide"
16176920,9552379,"Stenia Colossus",564157000,,"Singapore","K-Line Pte Ltd","K-Line Pte Ltd","K-Line","01-Mar-2011","27-Sep-2010","01-Apr-2008",,,,58731,32.26,12.65," 4 x Crane (Centreline) SWL 30.50 tons (grab fitted)",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,480mkW total at 127rpm",12889,,,"3 x BWTS - Ballast Water Treatment System - TechCross ECS-600 - Electro-Cleen™ at 600cu.m/hr - 2021 installation year",14.5,5,73614,"Bulk Carrier","South East Asia (43.9 %)",20,197,,,,"Japan","Kawasaki HI Sakaide"
16213968,9627033,"Ever Progress",477211800,,"Hong Kong","Dalian Chun An","Dalian Chun An","Dalian Chun An","01-Aug-2012","21-Dec-2011","21-Aug-2009",,,,56592,32.26,12.8," 4 x Crane (Centreline) SWL 36 tons, 11.87m. max. outreach (grab fitted)",,,"VLS IFO",33,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 6,480mkW total at 127rpm",12880,,,"1 x BWTS - Ballast Water Treatment System (Pending) - COSCO (Weihai) BOS-1600 at 1600cu.m/hr - 2022 installation year",13.5,5,71634.09,"Bulk Carrier","South East Asia (71.2 %)",20,189.99,,,,"China P.R.","Jiangsu Hantong HI"
16236154,9666649,"Pacific Dream",249800000,,"Malta","HMM","Badaro No. 19","Global Marine Finan.","01-Jul-2013","02-Nov-2012","01-Jan-2010",,,,56531,32.26,12.82," 4 x Crane (Centreline) SWL 30 tons (grab fitted)",,,"VLS IFO",,"1 x Diesel - Wartsila 2-stroke 6RT-flex50-D - 2-stroke 6-cyl. 500mm x2050mm bore/stroke 8,500mkW total at 115rpm",11557,,"Eco – Electronic Engine",,,5,71634,"Bulk Carrier","East Asia (30.0 %)",20,189.99,,,,"South Korea","Jiangsu Hantong HI"
16249338,9672507,"Pacific Vision",249799000,,"Malta","HMM","Badaro No. 19","Global Marine Finan.","01-Aug-2013","18-Dec-2012","01-Jan-2010",,,,56425,32.26,12.82," 4 x Crane (Centreline) SWL 30 tons (grab fitted)",,,"VLS IFO",,"1 x Diesel - Wartsila 2-stroke 6RT-flex50-D - 2-stroke 6-cyl. 500mm x2050mm bore/stroke 8,500mkW total at 115rpm",11557,,"Eco – Electronic Engine",,,5,71634,"Bulk Carrier","South East Asia (42.1 %)",20,189.99,,,,"South Korea","Jiangsu Hantong HI"
16148385,9503184,"Bulk Patagonia",636019162,,"Liberia",,"CMB Leasing","China Merchants","01-Mar-2012","13-Dec-2010","01-Apr-2008",,,,58723,32.26,12.68," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,480mkW total at 127rpm",12880,,,,15.8,5,73614,"Bulk Carrier","West Coast Africa (43.6 %)",20,197,,,,"China P.R.","Kawasaki HI Kobe"
16166163,9552317,"Pacific Honor",538004431,,"Marshall Is.","I.M.S. Maritime","I.M.S. Maritime","ITOCHU Corp","01-Oct-2011","22-Dec-2010","01-Jan-2008",,,,58912,32.26,12.68," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,630mkW total at 116rpm",11733,,,"1 x BWTS - Ballast Water Treatment System - JFE Engineering BallastAce® 1000x1-L at 1000cu.m/hr - 2020 installation year",15.8,5,73614,"Bulk Carrier","South East Asia (46.8 %)",20,197,,,,"Japan","Kawasaki HI Kobe"
16166176,9552329,"Kouju Lily",538008632,,"Marshall Is.",,"Doun Kisen","Doun Kisen","01-Dec-2011","22-Dec-2010","01-Apr-2008",,,,58912,32.26,12.68," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,630mkW total at 116rpm",11733,,,"1 x BWTS - Ballast Water Treatment System - Sunrui BC-1000 - 2019 installation year",15.8,5,73614,"Bulk Carrier","Indian Subcontinent (46.9 %)",20,197,,,,"Japan","Kawasaki HI Kobe"
16166189,9552331,"Pacific Hero",538004676,,"Marshall Is.","Taylor Maritime Inv","Taylor Maritime Inv","Taylor Maritime","01-May-2012","14-Dec-2010","01-Apr-2008",,,,58677,32.26,12.68," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,630mkW total at 116rpm",11733,,,"1 x BWTS - Ballast Water Treatment System - 2020 installation year",15.8,5,73614,"Bulk Carrier","Indian Subcontinent (25.9 %)",20,197,14.5,14,,"Hong Kong","Kawasaki HI Kobe"
16166192,9552343,"Astakos",256785000,"Maiden Voyage","Malta","Empros Lines Shpg.","Empros Lines Shpg.","Empros Lines Shpg.","01-Sep-2012","15-Dec-2010","01-Sep-2008",,,,58722,32.26,12.65," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,630mkW total at 116rpm",11726,,,,14.5,5,73614,"Bulk Carrier","East Coast South America (31.1 %)",20,197,12.5,12,,"Greece","Kawasaki HI Kobe"
16176588,9552355,"Royal Knight",357928000,,"Panama",,"Chiba Shipping","Chiba Shipping","01-Jan-2013","16-Dec-2010","01-Sep-2008",,,,58721,32.26,12.68," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,630mkW total at 116rpm",11733,,,"1 x BWTS - Ballast Water Treatment System - Qingdao Headway HMT-1500 at 1500cu.m/hr - 2018 installation year",15.8,5,73614,"Bulk Carrier","East Asia (30.3 %)",20,197,,,,"Japan","Kawasaki HI Kobe"
16194779,9584877,"Indigo Flora",538005114,"Florence K","Marshall Is.","I.M.S. Maritime","I.M.S. Maritime","ITOCHU Corp","01-Jun-2013","26-Dec-2011","01-Sep-2008",,,,58724,32.26,12.65," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,630mkW total at 116rpm",11726,,,,,5,73614,"Bulk Carrier","West Coast Africa (23.8 %)",25,197,,,,"Japan","Kawasaki HI Kobe"
16194782,9584889,"Kavo Perdika",538008865,"Easter N","Marshall Is.","Gourdomichalis Mar.","Gourdomichalis Mar.","Gourdomichalis Mar.","01-Mar-2013","22-Dec-2011","01-Sep-2008",,,,58740,32.26,12.65," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,630mkW total at 116rpm",11726,,,"1 x BWTS - Ballast Water Treatment System (Pending) - TechCross ECS-600 - Electro-Cleen™ at 600cu.m/hr - 2022 installation year, 1 x BWTS - Ballast Water Treatment System (Pending) - TechCross ECS-150 - Electro-Cleen™ at 150cu.m/hr - 2022 installation year",,5,73614,"Bulk Carrier","East Coast Africa (36.2 %)",25,197,14.3,13.7,,"Greece","Kawasaki HI Kobe"
16194795,9584891,"Indigo Cefiro",538004655,"Western Kobe","Marshall Is.","I.M.S. Maritime","I.M.S. Maritime","ITOCHU Corp","01-Jul-2012","21-Dec-2011","01-Sep-2008",,,,58737,32.26,12.65," 4 x Crane (Centreline) SWL 30 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,630mkW total at 116rpm",11726,,,,14.45,5,73614,"Bulk Carrier","East Coast Africa (23.5 %)",25,197,,,,"Japan","Kawasaki HI Kobe"
16223446,9640592,"Glad Mark",373634000,"Alam Maju","Panama","Fukujin Kisen","Fukujin Kisen","Fukujin Kisen","01-Jul-2012","26-Dec-2011","01-Dec-2010",,,,58642,32.26,12.68," 4 x Crane (Centreline) SWL 30 tons (grab fitted)",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,480mkW total at 127rpm",12890,,,"1 x BWTS - Ballast Water Treatment System - 2020 installation year",16.1,5,73614,"Bulk Carrier","East Asia (23.5 %)",20,197,,,,"Japan","Kawasaki HI Sakaide"
16223459,9640607,"Million Bell",373921000,,"Panama","Fukujin Kisen","Fukujin Kisen","Fukujin Kisen","01-Oct-2012","26-Dec-2011","01-Dec-2010",,,,58665,32.26,12.68," 4 x Crane (Centreline) SWL 30 tons (grab fitted)",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C7.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,780mkW total at 127rpm",13297,,,"1 x BWTS - Ballast Water Treatment System - Miura - 2020 installation year",14.5,5,73614,"Bulk Carrier","East Coast South America (28.6 %)",20,197,,,,"Japan","Kawasaki HI Sakaide"
16223462,9640619,"Neutrino",538004586,,"Marshall Is.",,"Kumiai Senpaku","Kumiai Senpaku","01-Oct-2012","19-Dec-2011","01-Dec-2010",,,,58612,32.26,12.68," 4 x Crane (Centreline) SWL 30.50 tons (grab fitted)",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C7.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,630mkW total at 116rpm",11734,,,"1 x BWTS - Ballast Water Treatment System - Sunrui BC-1500 at 1500cu.m/hr - 2017 installation year",14.5,5,73614,"Bulk Carrier","South East Asia (30.3 %)",20,197,,,,"Japan","Kawasaki HI Sakaide"
16223475,9640621,"Furness Victoria",373191000,,"Panama",,"Fukunaga Kaiun","Fukunaga Kaiun","01-May-2012","12-Dec-2011","01-Feb-2011",,,,58648,32.26,12.68," 4 x Crane (Centreline) SWL 30.50 tons (grab fitted)",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C7.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,630mkW total at 116rpm",11734,,,,16,5,73614,"Bulk Carrier","West Coast North America (20.4 %)",20,197,,,,"Japan","Kawasaki HI Sakaide"
16225945,9650157,"Grace",636020337,"Orient Grace","Liberia","Byzantine Maritime","Byzantine Maritime","Byzantine Maritime","01-Oct-2012","16-Dec-2011","01-Jan-2011",,,,58620,32.26,12.68," 4 x Crane (Centreline) SWL 30.50 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,630mkW total at 116rpm",11735,,,"1 x BWTS - Ballast Water Treatment System (Pending) - Qingdao Headway HMT-800 - 2022 installation year",16,5,73614,"Bulk Carrier","East Asia (34.8 %)",20,197,,,,"Greece","Kawasaki HI Sakaide"
16225958,9650169,"Altus",209766000,"Hinode Maru","Cyprus",,"Almi Marine Mgmt","Almi Marine Mgmt","01-Nov-2012","30-Nov-2011","01-Jan-2011",,,,58630,32.26,12.65," 4 x Crane (Centreline) SWL 30.50 tons",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,630mkW total at 116rpm",11735,,,,,5,73614,"Bulk Carrier","Indian Subcontinent (54.7 %)",20,197,13.5,13.5,,"Greece","Kawasaki HI Sakaide"
16117978,9474656,"Asian Champion",566548000,,"Singapore","U-Ming Marine","U-Ming Marine","Far Eastern Group","01-Jul-2012","28-Dec-2010","15-Nov-2007",,,,56943,32.26,12.8," 4 x Crane (Centreline) SWL 36 tons, 28m. max. outreach (grab fitted)",38.5,"$m","VLS IFO",30.1,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,960mkW total at 127rpm",13542,,,,14.2,5,71624,"Bulk Carrier","South East Asia (59.7 %)",20,190.00,,,,"Taiwan","COSCO Zhoushan"
16209224,9626895,"Hua Si Hai",414485000,"Sun Lucia","China P.R.","Ningbo Ruikun","Ningbo Ruikun","Ningbo Ruikun","01-Apr-2012","15-Oct-2011","01-Feb-2011",,,,56568,32.26,12.82," 4 x Crane (Centreline) SWL 36 tons (grab fitted)",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,480mkW total at 127rpm",12889,,,,14.2,5,71634,"Bulk Carrier","East Asia (100.0 %)",20,189.99,,,,"China P.R.","Jiangsu Hantong HI"
16214002,9626924,"Pacific Crown",373261000,,"Panama","HMM","HI Gold Ocean No.3","KMARIN","01-May-2012","12-Nov-2011","01-Feb-2011",,,,56469,32.26,12.82," 4 x Crane (Centreline) SWL 36 tons (grab fitted)",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50MC-C7.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,480mkW total at 127rpm",12889,,,,14.2,5,71634,"Bulk Carrier","East Asia (24.0 %)",20,189.99,13.8,13.3,,"South Korea","Jiangsu New Hantong"
16214015,9626936,"Yangtze Galaxy",538007595,"Pacific Leader","Marshall Is.",,"New Yangtze Nav","Changjiang Breaking","01-Jul-2012","01-Dec-2011","01-Feb-2011",10600,,,56568,32.26,12.82," 4 x Crane (Centreline) SWL 36 tons (grab fitted)",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50ME-B8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,480mkW total at 127rpm",12889,,"Eco – Electronic Engine",,14.2,5,71634,"Bulk Carrier","West Coast Africa (41.7 %)",20,189.99,14.5,14,,"China P.R.","Jiangsu New Hantong"
16214028,9626948,"Pacific Bless",373830000,,"Panama","SK Shipping","HI Gold Ocean No.3","KMARIN","01-Sep-2012","07-Dec-2011","01-Feb-2011",,,,56361,32.26,12.82," 4 x Crane (Centreline) SWL 36 tons (grab fitted)",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50ME-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,500mkW total at 115rpm",11556,,"Eco – Electronic Engine",,14.2,5,71634,"Bulk Carrier","West Coast North America (18.5 %)",20,189.99,14,13.5,,"South Korea","Jiangsu New Hantong"
16214031,9626950,"Rui Fu An",414551000,"Pacific Talent","China P.R.","Weifang Jiaquan","Weifang Jiaquan","Weifang Jiaquan","01-May-2013","13-Dec-2011","01-Feb-2011",,,,56578,32.26,12.8," 4 x Crane (Centreline) SWL 36 tons (grab fitted)",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50ME-C8.1 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 9,960mkW total at 127rpm",13542,,"Eco – Electronic Engine","4 x BWTS - Ballast Water Treatment System - TechCross ECS-450 - Electro-Cleen™ at 450cu.m/hr",14.2,5,71634,"Bulk Carrier","East Asia (61.7 %)",20,189.99,14,13.5,,"China P.R.","Jiangsu New Hantong"
16214044,9626962,"Yangtze Falcon",538007687,"Pacific Korea","Marshall Is.","New Yangtze Nav","New Yangtze Nav","Changjiang Breaking","01-Nov-2012","19-Dec-2011","01-Feb-2011",11200,,,56452,32.26,12.82," 4 x Crane (Centreline) SWL 36 tons (grab fitted)",,,"VLS IFO",,"1 x Diesel - MAN B. & W. 6S50ME-B8.2 - 2-stroke 6-cyl. 500mm x2000mm bore/stroke 8,500mkW total at 115rpm",11549,,"Eco – Electronic Engine",,14.2,5,71634,"Bulk Carrier","South East Asia (44.8 %)",20,189.99,14,13.5,,"China P.R.","Jiangsu New Hantong"
