16206223,"000210",14.5,"Service",,,,"Taizhou",,,"Pan Ocean",,"01-Sep-2014",,,,"Jiangsu Eastern","JES International",,,,,,"Fitted",,,,"FILTRATION - PLASMA - ULTRAVIOLET",,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 6L23/30H Mk.1 - 4-stroke 6-cyl. 225mm x 300mm bore/stroke 2,664mkW total at 900rpm driving 3 x Hyundai Electric HFC6 504-14K - ac generator(s) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Changzhou Zhonghai, 105rpm, Ø6.90m",15.84,,1,17.4,15
16206294,,14,"Service",,"Y",,"Taizhou",,,"Shanghai Huayuan Spg",,"05-Dec-2019",,,,"Yangzi Xinfu SB","Yangzijiang Holdings",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x ac generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical)"
16206681,"SBLK",12.5,"Laden",,,,"Jinhae",,,"Augustea Holding",,"01-Jul-2019",,,,"STX SB (Jinhae)","STX SB (Jinhae)",,,,,"Y","Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 5L23/30H Mk.2 - 4-stroke 5-cyl. 225mm x 300mm bore/stroke 1,950mkW total at 720rpm driving 3 x Hyundai Electric AC generator(s) at 1,860ekW total, (2,325kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Silla Metal, 105rpm",,,1,17.2,15
16206694,,14.1,"Service",,,,"Jinhae",,,"Golden Union",,"01-Jun-2014",,,,"STX SB (Jinhae)","STX SB (Jinhae)",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 5L23/30H Mk.2 - 4-stroke 5-cyl. 225mm x 300mm bore/stroke 1,950mkW total at 720rpm driving 3 x Hyundai Electric AC generator(s) at 1,860ekW total, (2,325kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Silla Metal, 105rpm",,,1,17.2,15
16206702,,14.1,"Service",,,,"Jinhae",,,"Golden Union",,"01-Sep-2014",,,,"STX SB (Jinhae)","STX SB (Jinhae)",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 5L23/30H Mk.2 - 4-stroke 5-cyl. 225mm x 300mm bore/stroke 1,950mkW total at 720rpm driving 3 x Hyundai Electric AC generator(s) at 1,860ekW total, (2,325kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Silla Metal, 105rpm",,,1,17.2,15
16206715,,14.1,"Service",,,,"Jinhae",,,"Golden Union",,"01-Oct-2014",,,,"STX SB (Jinhae)","STX SB (Jinhae)",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 5L23/30H Mk.2 - 4-stroke 5-cyl. 225mm x 300mm bore/stroke 1,950mkW total at 720rpm driving 3 x Hyundai Electric AC generator(s) at 1,860ekW total, (2,325kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Silla Metal, 105rpm",,,1,17.2,15
16207891,,15,"Service",,,,"Qingdao",,,"Qilu Ship Mngmnt",,"01-Mar-2014",,,,"Beihai Shipyard","CSSC",,,,,"Y","Fitted",,,"18-Jun-2019","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x Nishishiba NTAKL-VE - AC generator(s) at 2,700ekW total, (3,375kVA total) 450V",,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",,,,15.47,20
16208098,,14,"Laden",,"M",,"Kudamatsu",,,"SMTECH","Y","01-Feb-2014","N",,,"Shin Kasado Dock","Imabari Shipbuilding",,,,,,"Fitted",,,,"FILTRATION - DISINFECTION (INJECTION DISINFECTANT) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,1,23.2,18.72,"N"
16209011,,14.5,"Service",,,,"Sacheon",,,"Sea World Management",,"01-Jul-2020",,,,"SPP Sacheon SY","SPP Shipbuilding",,,,,,"Fitted",,,"20-Mar-2019","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 1,980mkW total at 900rpm driving 3 x Taiyo AC generator(s) at 1,800ekW total, (2,250kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Silla Metal, 94rpm, Ø7.15m"
16209024,"CTRM",14.5,"Service",,,,"Sacheon",,,"Pavimar SA",,"22-Sep-2021",,,,"SPP Sacheon SY","SPP Shipbuilding",,,,,,"Fitted",,,"08-Jul-2019","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 1,800ekW total, (2,250kVA total)",,"1 x FP Propeller (Aft Centre) (mechanical), Silla Metal, 105rpm"
16209066,"ULPL-R-A",14,"Service",,,,"Pula",,,"Alpha Adriatic","Y","01-Jul-2016",,,,"Uljanik Brod.","Uljanik Brod.",,,,,,"Fitted",,,"15-Oct-2021","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",4,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 5L23/30 - 4-stroke 5-cyl. 225mm x 300mm bore/stroke 1,995mkW total at 720rpm driving 3 x ac generator(s) at 1,860ekW total, (2,325kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), MMG, 121rpm",,,,20.95,18.2
16209174,,14.25,"Service",,,,"Zhoushan",,,"Putuo Jiarun",,"01-May-2014","Y","B",,"Zhejiang Tai Tong","Zhejiang Tai Tong",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 6L16/24 60Hz - 4-stroke 6-cyl. 160mm x 240mm bore/stroke 1,980mkW total at 1,200rpm driving 3 x Hyundai Electric 1FC6 456-6SA83 - AC generator(s) at 1,857ekW total, (2,321kVA total) 450V at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 129rpm, 1 x FP Propeller (Aft Centre) (mechanical), Wartsila Propulsion, 129rpm, Ø5.70m",,,,21.32,18.26
16209237,,14.1,"Service",,,,"Wenzhou",,,"Jiangsu Shagang",,"01-Jan-2014",,,,"Zhejiang Judger S.B.","Zhejiang Judger S.B.",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - Daihatsu 5DK-20 - 4-stroke 5-cyl. 200mm x 300mm bore/stroke 1,830mkW total at 750rpm driving 3 x AC generator(s) at 1,740ekW total, (2,175kVA total) 400V at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,1,17.3,15
16209240,,13,"Service",,"Y",,"Taizhou",,,"Xiamen Xinqimeng",,"01-Sep-2021",,,,"Zhejiang Hongxin","Zhejiang Hongxin",,,,,,"Fitted",,,,,,,"3 x Aux. Diesel Gen. - Daihatsu 5DK-20e - 4-stroke 5-cyl. 200mm x 300mm bore/stroke 2,400mkW total at 900rpm driving 3 x Siemens Energy 1FC5 504-8TA83 - ac generator(s) at 1,800ekW total, (2,250kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,1,17.3,15
16209516,"SB",12,"Laden",,,,"Marugame",,,"Safe Bulkers",,"01-Jan-2014",,,,"Imabari SB Marugame","Imabari Shipbuilding",,,,,,"Fitted",,,"28-Nov-2018","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 1,215ekW total, (1,519kVA total)",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm"
16209695,,14.2,"Service",,,"N","Wuhu",,,"OSM Maritime","Y","01-Jan-2014",,,,"CSC Jiangdong","China Merchants",,,,,,,,,,,4,,"3 x Aux. Diesel Gen. - Daihatsu 5DK-20 - 4-stroke 5-cyl. 200mm x 300mm bore/stroke 1,830mkW total at 750rpm driving 3 x AC generator(s) at 1,740ekW total, (2,175kVA total)",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), 127rpm",,,,21.32,18.26,"N"
16210459,,13,"Service",,,,"Zhoushan",,,"Lusheng Shipping",,"01-Jun-2014","Y","B",,"Zhejiang Zhenghe SB","Zhenghe Shpg Group",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical)"
16210659,,14.2,"Service",,,,"Jinhae",,,"Eastern Pacific Shpg",,"01-Jan-2014",,,,"STX SB (Jinhae)","STX SB (Jinhae)",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 1,860ekW total, (2,325kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Silla Metal, 105rpm"
16210662,,13.5,"Laden",,,,"Jinhae",,,"Zodiac Maritime",,"01-Feb-2014",,,,"STX SB (Jinhae)","STX SB (Jinhae)",,,,,,"Fitted",,,"04-Mar-2019","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 1,860ekW total, (2,325kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Silla Metal, 105rpm",,,,16.6,15
16210688,,14.6,"Service",,,,"Jinhae",,,"Zodiac Maritime",,"01-Mar-2014",,,,"STX SB (Jinhae)","STX SB (Jinhae)",,,,,,"Fitted",,,"15-Apr-2019","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 3,750ekW total, (4,687.50kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Silla Metal, 78rpm",,,,15.81,20.4
16211580,,14.5,"Service",,"D",,"Qingdao",,,"Dryships",,"01-May-2017",,,,"Qingdao Yangfan Ind","Yangfan Group",,,,,"Y","Fitted",,,"07-Jun-2019","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20e - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 3,120mkW total at 900rpm driving 3 x Nishishiba NTAKL-VE - AC generator(s) at 2,700ekW total, (3,375kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Dalian Marine, 91rpm"
16212361,,13,"Service",,,,"Yangzhou",,,"Shanxi Coal Intl",,"01-Jul-2015","Y","B",,"CIC (Jiangsu)","CIC (Jiangsu)",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm"
16212374,,13,"Service",,,,"Yangzhou",,,"Shanxi Coal Intl",,"01-Oct-2014","Y","B",,"CIC (Jiangsu)","CIC (Jiangsu)",,,,,,,,,,,,,,,"1 x FP Propeller (Aft) (mechanical)"
16212411,,14,"Service",,"Y",,"Huludao",,,"Huayang Maritime",,"01-May-2021","N",,,"Huludao Beilong Eng","Huludao Beilong Eng",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 5L16/24 60Hz - 4-stroke 5-cyl. 160mm x 240mm bore/stroke 1,500mkW total at 1,200rpm driving 3 x AC generator(s) at 1,395ekW total, (1,744kVA total) at 60Hz",,"1 x FP Propeller (Aft & Fwd) (mechanical) (Bronze), Dalian Anda, 136rpm"
16212611,,14.5,"Service",,,"N","Nantong",,,"Fleet Management","N","01-Aug-2017",,,,"Jiangsu Rongsheng","China Huarong Energy",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"1 x Aux. Diesel Gen. - 4-stroke  driving 3 x Hyundai Electric HFC6 502-84K - ac generator(s) at 1,800ekW total, (2,250kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 105rpm, Ø6.80m",,,1,15.48,15.03,"N"
16212624,,14.5,"Service",,,"N","Taizhou",,,"Taizhou Peng Xiang","N","01-Apr-2019",,,,"Taizhou Wuzhou","Taizhou Wuzhou",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x Hyundai Electric HFC7 502-84K - ac generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 105rpm, Ø6.80m",,,1,15.48,15.03,"N"
16212637,,14.5,"Service",,,"N","Yangzhou",,,"Taizhou Donghai SY","N","01-Dec-2018",,,,"Yangzhou Ryuwa SB","Jiangsu Longchuan",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x Hyundai Electric HFC6 502-84K - AC generator(s) at 1,800ekW total, (2,250kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 105rpm, Ø6.80m",,,1,15.48,15.03,"N"
16212653,,14,"Laden",,,"N","Nantong",,,"Global Marine SM","N","01-Jan-2014",,,,"Jiangsu Rongsheng","China Huarong Energy",,,,,,"Fitted",,,"14-Jan-2019","FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",,,"3 x Aux. Diesel Gen. - Daihatsu 5DK-20e - 4-stroke 5-cyl. 200mm x 300mm bore/stroke 2,400mkW total at 900rpm driving 3 x Hyundai Electric HFC6 502-84K - ac generator(s) at 1,800ekW total, (2,250kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 105rpm, Ø6.80m",,,1,15.48,15.03,"N"
16212679,,14.5,"Service",,,"N","Lianyungang",,,"Fleet Management","N","01-Jun-2018",,,,"Lianyungang Wuzhou","Taizhou Donghai SY",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x Hyundai Electric HFC6 502-84K - ac generator(s) at 1,800ekW total, (2,250kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 105rpm, Ø6.80m",,,1,15.48,15.03,"N"
16212682,,13.5,"Laden",,,"N","Yantai",,,"Fleet Management","N","01-Mar-2017",,,,"Jinglu Shipyard","Jinglu Shipyard",,,,,,"Fitted",,,"24-Jan-2022","ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x Hyundai Electric HFC6 502-84K - AC generator(s) at 1,800ekW total, (2,250kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 105rpm, Ø6.80m",,,1,15.48,15.03,"N"
16212695,,14.5,"Service",,,"N","Yantai",,,"Fleet Management","N","01-May-2017",,,,"Jinglu Shipyard","Jinglu Shipyard",,,,,,"Pending",,,"24-Jun-2022","ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x Hyundai Electric HFC6 502-84K - ac generator(s) at 1,800ekW total, (2,250kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 105rpm, Ø6.80m",,,1,15.48,15.03,"N"
16212703,,14.5,"Service",,,"N","Nantong",,,"Shandong Hengqiang","N","01-Oct-2016",,,,"Jiangsu Rongsheng","China Huarong Energy",,,,,,"Fitted",,,"11-Sep-2021","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x Hyundai Electric HFC6 502-84K - ac generator(s) at 1,800ekW total, (2,250kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 105rpm, Ø6.80m",,,1,15.48,15.03,"N"
16213089,,14.5,"Service",,,,"Weihai",,,"Schuyler Line Nav",,"01-Jan-2021",,,,"Samjin Shipbuilding","Xiao Ke Holdings Ltd",,,,,,"Fitted",,,"08-Nov-2020","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 5L23/30H Mk.2 - 4-stroke 5-cyl. 225mm x 300mm bore/stroke 1,950mkW total at 720rpm driving 3 x AC generator(s) at 1,860ekW total, (2,325kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical)",16.6
16213571,,14,"Service",,"Y",,"Dalian",,,"Golden Union",,"01-May-2017",,,,"COSCO Dalian SY","COSCO Dalian SY",,,,,,"Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 6L23/30H Mk.1 - 4-stroke 6-cyl. 225mm x 300mm bore/stroke 2,664mkW total at 900rpm driving 3 x AC generator(s) at 2,190ekW total, (2,737.50kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,1,15.56,15
16213584,,14,"Service",,"Y",,"Dalian",,,"Golden Union",,"01-Jan-2018",,,,"COSCO Dalian SY","COSCO Dalian SY",,,,,,"Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 6L23/30H Mk.1 - 4-stroke 6-cyl. 225mm x 300mm bore/stroke 2,664mkW total at 900rpm driving 3 x AC generator(s) at 2,190ekW total, (2,737.50kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,1,15.56,15
16213834,"2606",14,"Laden",,,"N","Shanghai",,,"Far Eastern Group","N","01-Jan-2014",,,,"Shanghai Waigaoqiao","CSSC",,,,,"Y",,,,,,,,"3 x Aux. Diesel Gen. - Yanmar 6N21AL-EW - 4-stroke 6-cyl. 210mm x 290mm bore/stroke 2,910mkW total at 900rpm driving 3 x Taiyo GE 45A-8 - AC generator(s) at 2,700ekW total, (3,375kVA total) at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Nakashima, 91rpm",,,,16.32,23.4,"N"
16213939,,15.6,"Trial Speed",,,"N","Nantong",,,"Murrina Mgmt Corp","Y","01-Jan-2019",,,,"Jiangsu Hantong HI","Hantong Group",,,,,,"Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",4,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x ac generator(s) at 1,425ekW total, (1,781kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 115rpm",,,,21.32,18.26,"N"
16214110,"GNK",14.2,"Service",,,,"Nantong",,,"Synergy Group",,"01-Jan-2021",,,,"Jiangsu Hantong HI","Hantong Group",,,,,,"Fitted",,,,,,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 89rpm"
16214536,,,,,,,"Guangzhou",,,"China COSCO Shipping",,"31-Dec-2013","Y","B",,"Huangpu Wenchong","CSSC",,,,,,"Fitted",,,,"FILTRATION - ULTRAVIOLET",,,,,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,1
16214565,,15.8,"Trial Speed",,,"N","Dongguan",,,"Golden Union","Y","01-Mar-2019",,,,"COSCO Guangdong","COSCO Guangdong",,,,,,,,,,,4,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 5L23/30H Mk.1 - 4-stroke 5-cyl. 225mm x 300mm bore/stroke 1,800mkW total at 720rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), 127rpm",,,1,21.32,18.26,"N"
16215317,,14.7,"Service",,"D",,"Shanghai",,,"Angelicoussis Group","N","01-Dec-2018","N",,,"Shanghai Shipyard","CSSC",,,,,"Y","Fitted",,,"31-Dec-2018","FILTRATION - DISINFECTION (INJECTION DISINFECTANT)",,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20 - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 3,120mkW total at 900rpm driving 3 x Hyundai Electric HFC6 506-84K - AC generator(s) at 2,460ekW total, (3,075kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Wartsila Propulsion, 105rpm",,,,17.29,19
16215320,,14.7,"Service",,"D",,"Shanghai",,,"Angelicoussis Group","N","01-Nov-2018","N",,,"Shanghai Shipyard","CSSC",,,,,"Y","Fitted",,,"08-Dec-2018","FILTRATION - DISINFECTION (INJECTION DISINFECTANT)",,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20 - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 2,700mkW total at 900rpm driving 3 x Hyundai Electric HFC6 506-84K - AC generator(s) at 2,460ekW total, (3,075kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Wartsila Propulsion, 105rpm",,,,17.29,19
16215904,,13.9,"Service",,"D","N","Suzhou",,,"Campbell Shipping",,"01-Feb-2014",,,,"Tsuji H.I.","Tsuji H.I.",,,,,,"Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 1,980mkW total at 900rpm driving 3 x Taiyo FE 547A-8 - AC generator(s) at 1,800ekW total, (2,250kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Wartsila Propulsion, 117rpm",,,,19.2,21.2,"N"
16216114,"2637",13.3,"Laden",,"Y","N","Saikai",,,"Wisdom Marine Group","Y","01-Aug-2014",,,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,,,"Fitted",,,"19-Aug-2019","ELECTROLYSIS (ELECTRO-CHLORINATION)",4,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 2,250ekW total, (2,812.50kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 110rpm",,,1,23.25,18.6,"N"
16216127,"2637",,,,"Y","N","Saikai",,,"Wisdom Marine Group",,"01-Jan-2015",,,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,,,"Fitted",,,"12-Nov-2019","ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 110rpm",,,1,23.25,18.6,"N"
16216343,,14.5,"Service",,,,"Tamano",,,"Cleanseas Shipmanage",,"01-Apr-2017",,,,"Mitsui SB (Tamano)","Mitsui Eng & SB",,,,,"Y",,,,,,,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 99rpm"
16217090,,14.5,"Service",,,,"Guangzhou",,,"China COSCO Shipping",,"31-Dec-2013",,,,"Huangpu Wenchong","CSSC",,,,,,"Fitted",,,"16-May-2019",,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x Taiyo FE 547A-8 - AC generator(s) at 1,680ekW total, (2,100kVA total) 450V",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 105rpm, Ø6.50m",,,,15.48,14.4
16217216,,14,"Service",,,,"Wuhan",,,"Asia M'time Pacific",,"01-May-2014",,,,"CSC Qingshan SY","China Merchants",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - Daihatsu 5DK-20e - 4-stroke 5-cyl. 200mm x 300mm bore/stroke 2,100mkW total at 900rpm driving 3 x AC generator(s) at 1,950ekW total, (2,439kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Zhenjiang Tongzhou, 99rpm"
16217229,"F34",14,"Service",,,,"Wuhan",,,"Wilmar International",,"01-Mar-2014",,,,"CSC Qingshan SY","China Merchants",,,,,,"Fitted",,,"04-May-2019","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Daihatsu 5DK-20e - 4-stroke 5-cyl. 200mm x 300mm bore/stroke 2,100mkW total at 900rpm driving 3 x AC generator(s) at 1,950ekW total, (2,436kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Zhenjiang Tongzhou, 99rpm"
16217232,"F34",14,"Service",,,,"Wuhan",,,"Wilmar International",,"01-May-2014",,,,"CSC Qingshan SY","China Merchants",,,,,,"Fitted",,,"27-Mar-2019","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Daihatsu 5DK-20e - 4-stroke 5-cyl. 200mm x 300mm bore/stroke 2,100mkW total at 900rpm driving 3 x AC generator(s) at 1,950ekW total, (2,439kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Zhenjiang Tongzhou, 99rpm"
16217353,,14.5,"Service",,,,"Qingdao",,,"Transmed Shipbrokers",,"01-Feb-2014",,,,"Beihai Shipyard","CSSC",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20e - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 2,400mkW total at 720rpm driving 3 x AC generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), 89rpm",,,,15.47,20,"N"
16217395,,14.5,"Service",,,,"Qingdao",,,"Transmed Shipbrokers",,"01-Jan-2014",,,,"Beihai Shipyard","CSSC",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20e - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 2,400mkW total at 720rpm driving 3 x AC generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), 89rpm",,,,15.47,20,"N"
16218439,"9104",15.2,"Trial Speed",,,,"Kure",,,"First Marine",,"01-Jan-2014",,,,"JMU Kure Shipyard","Japan Marine United",,,,,,"Fitted",,,,"FILTRATION - DISINFECTION (INJECTION DISINFECTANT) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller, Contra-Rotating (Aft Centre) (mechanical), Nakashima"
